rank	word	freq	n_utts	n_speakers	len_chars	cleaned_form	has_non_devanagari	non_devanagari_chars
40073	नेपालगढ	1	1	1	7	नेपालगढ	no	
40074	नेपालटाइम्स	1	1	1	11	नेपालटाइम्स	no	
40075	नेपालभन्दा	1	1	1	10	नेपालभन्दा	no	
40076	नेपालभर	1	1	1	7	नेपालभर	no	
40077	नेपालभरि	1	1	1	8	नेपालभरि	no	
40078	नेपाललगायत	1	1	1	10	नेपाललगायत	no	
40079	नेपालवाणी	1	1	1	9	नेपालवाणी	no	
40080	नेपालसँगको	1	1	1	10	नेपालसँगको	no	
40081	नेपालसंग	1	1	1	8	नेपालसंग	no	
40082	नेपाला	1	1	1	6	नेपाला	no	
40083	नेपालीहरुको	1	1	1	11	नेपालीहरुको	no	
40084	नेपाव्वाय	1	1	1	9	नेपाव्वाय	no	
40085	नेब्रास्काको	1	1	1	12	नेब्रास्काको	no	
40086	नेभारो	1	1	1	6	नेभारो	no	
40087	नेर्पा	1	1	1	6	नेर्पा	no	
40088	नेल्लौर	1	1	1	7	नेल्लौर	no	
40089	नेल्सनले	1	1	1	8	नेल्सनले	no	
40090	नेवारहरूमा	1	1	1	10	नेवारहरूमा	no	
40091	नेवाहोङ	1	1	1	7	नेवाहोङ	no	
40092	नेविक्रम	1	1	1	8	नेविक्रम	no	
40093	नेविली	1	1	1	6	नेविली	no	
40094	नेवी	1	1	1	4	नेवी	no	
40095	नेवीलाई	1	1	1	7	नेवीलाई	no	
40096	नेस	1	1	1	3	नेस	no	
40097	नेहरुको	1	1	1	7	नेहरुको	no	
40098	नेहरुले	1	1	1	7	नेहरुले	no	
40099	नैगम	1	1	1	4	नैगम	no	
40100	नैगमकाण्ड	1	1	1	9	नैगमकाण्ड	no	
40101	नैघण्टुक	1	1	1	8	नैघण्टुक	no	
40102	नैतिककथाको	1	1	1	10	नैतिककथाको	no	
40103	नैतिकवान	1	1	1	8	नैतिकवान	no	
40104	नैतिको	1	1	1	6	नैतिको	no	
40105	नैपालमै	1	1	1	7	नैपालमै	no	
40106	नैस	1	1	1	3	नैस	no	
40107	नॉरमन	1	1	1	5	नॉरमन	no	
40108	नोएल	1	1	1	4	नोएल	no	
40109	नोकरीका	1	1	1	7	नोकरीका	no	
40110	नोकिया	1	1	1	6	नोकिया	no	
40111	नोभेम्बरको	1	1	1	10	नोभेम्बरको	no	
40112	नोभेम्बरबाट	1	1	1	11	नोभेम्बरबाट	no	
40113	नोमेड्स	1	1	1	7	नोमेड्स	no	
40114	नोर्डिग्रेनले	1	1	1	13	नोर्डिग्रेनले	no	
40115	नोवामा	1	1	1	6	नोवामा	no	
40116	नोवेम्बेर	1	1	1	9	नोवेम्बेर	no	
40117	नौकाशयरका	1	1	1	9	नौकाशयरका	no	
40118	नौचालन	1	1	1	6	नौचालन	no	
40119	नौबेडेका	1	1	1	8	नौबेडेका	no	
40120	नौमति	1	1	1	5	नौमति	no	
40121	नौयडामा	1	1	1	7	नौयडामा	no	
40122	नौल्याई	1	1	1	7	नौल्याई	no	
40123	नौवटा	1	1	1	5	नौवटा	no	
40124	नौवटी	1	1	1	5	नौवटी	no	
40125	नौवटै	1	1	1	5	नौवटै	no	
40126	नौवहरू	1	1	1	6	नौवहरू	no	
40127	नौसेनालाई	1	1	1	9	नौसेनालाई	no	
40128	न्याना	1	1	1	6	न्याना	no	
40129	न्यानोपनका	1	1	1	10	न्यानोपनका	no	
40130	न्यान्सी	1	1	1	8	न्यान्सी	no	
40131	न्यायधीशका	1	1	1	10	न्यायधीशका	no	
40132	न्यायमा	1	1	1	7	न्यायमा	no	
40133	न्यायलय	1	1	1	7	न्यायलय	no	
40134	न्यायलयका	1	1	1	9	न्यायलयका	no	
40135	न्यायलाई	1	1	1	8	न्यायलाई	no	
40136	न्यायशास्त्रसँग	1	1	1	15	न्यायशास्त्रसँग	no	
40137	न्यायसम्बन्धी	1	1	1	13	न्यायसम्बन्धी	no	
40138	न्यायाधिश	1	1	1	9	न्यायाधिश	no	
40139	न्यायाधीशको	1	1	1	11	न्यायाधीशको	no	
40140	न्यायाधीशले	1	1	1	11	न्यायाधीशले	no	
40141	न्यास्रो	1	1	1	8	न्यास्रो	no	
40142	न्युअरले	1	1	1	8	न्युअरले	no	
40143	न्युक्यासल	1	1	1	10	न्युक्यासल	no	
40144	न्युजिल्याण्ड	1	1	1	13	न्युजिल्याण्ड	no	
40145	न्युजिल्यान्डले	1	1	1	15	न्युजिल्यान्डले	no	
40146	न्युटनले	1	1	1	8	न्युटनले	no	
40147	न्युट्रिनो	1	1	1	10	न्युट्रिनो	no	
40148	न्युट्रोनहरूको	1	1	1	14	न्युट्रोनहरूको	no	
40149	न्युडिगेट	1	1	1	9	न्युडिगेट	no	
40150	न्युयर्कमा	1	1	1	10	न्युयर्कमा	no	
40151	न्युरेनी	1	1	1	8	न्युरेनी	no	
40152	न्यूट्रोन	1	1	1	9	न्यूट्रोन	no	
40153	न्यूनताद्वारा	1	1	1	13	न्यूनताद्वारा	no	
40154	न्यूनाधिकारिणी	1	1	1	14	न्यूनाधिकारिणी	no	
40155	न्यूयोर्कलाई	1	1	1	12	न्यूयोर्कलाई	no	
40156	न्योहोङको	1	1	1	9	न्योहोङको	no	
40157	न्योहोङसँग	1	1	1	10	न्योहोङसँग	no	
40158	न्यौपानेले	1	1	1	10	न्यौपानेले	no	
40159	न्हा	1	1	1	4	न्हा	no	
40160	पँ	1	1	1	2	पँ	no	
40161	पँधेर्नीहरू	1	1	1	11	पँधेर्नीहरू	no	
40162	पँर्धेनीबाट	1	1	1	11	पँर्धेनीबाट	no	
40163	पंक	1	1	1	3	पंक	no	
40164	पंक्तिबद्ध	1	1	1	10	पंक्तिबद्ध	no	
40165	पंचगंज	1	1	1	6	पंचगंज	no	
40166	पंचगरम	1	1	1	6	पंचगरम	no	
40167	पंचतन्त्र	1	1	1	9	पंचतन्त्र	no	
40168	पंचपदी	1	1	1	6	पंचपदी	no	
40169	पकाई	1	1	1	4	पकाई	no	
40170	पकाउनको	1	1	1	7	पकाउनको	no	
40171	पकान	1	1	1	4	पकान	no	
40172	पकिर	1	1	1	4	पकिर	no	
40173	पक्डनेको	1	1	1	8	पक्डनेको	no	
40174	पक्रने	1	1	1	6	पक्रने	no	
40175	पक्षपाती	1	1	1	8	पक्षपाती	no	
40176	पक्षमात्र	1	1	1	9	पक्षमात्र	no	
40177	पक्षसमर्थक	1	1	1	10	पक्षसमर्थक	no	
40178	पक्षहरु	1	1	1	7	पक्षहरु	no	
40179	पक्षिहरू	1	1	1	8	पक्षिहरू	no	
40180	पक्षिहरूको	1	1	1	10	पक्षिहरूको	no	
40181	पक्षीको	1	1	1	7	पक्षीको	no	
40182	पखालिसकेपछि	1	1	1	11	पखालिसकेपछि	no	
40183	पखाली	1	1	1	5	पखाली	no	
40184	पखालेको	1	1	1	7	पखालेको	no	
40185	पगालियो	1	1	1	7	पगालियो	no	
40186	पग्लेर	1	1	1	6	पग्लेर	no	
40187	पङ्क्तिकार	1	1	1	10	पङ्क्तिकार	no	
40188	पङ्क्तिको	1	1	1	9	पङ्क्तिको	no	
40189	पङ्क्तिबद्ध	1	1	1	11	पङ्क्तिबद्ध	no	
40190	पङ्क्तिहरू	1	1	1	10	पङ्क्तिहरू	no	
40191	पचपन्न	1	1	1	6	पचपन्न	no	
40192	पचहत्तरै	1	1	1	8	पचहत्तरै	no	
40193	पचहर्वा	1	1	1	7	पचहर्वा	no	
40194	पचाउनमा	1	1	1	7	पचाउनमा	no	
40195	पचाएर	1	1	1	5	पचाएर	no	
40196	पचासदेखि	1	1	1	8	पचासदेखि	no	
40197	पचासी	1	1	1	5	पचासी	no	
40198	पचासैाँ	1	1	1	7	पचासैाँ	no	
40199	पचौरी	1	1	1	5	पचौरी	no	
40200	पच्नु	1	1	1	5	पच्नु	no	
40201	पच्यु	1	1	1	5	पच्यु	no	
40202	पछाडितर्फ	1	1	1	9	पछाडितर्फ	no	
40203	पछाडिबाट	1	1	1	8	पछाडिबाट	no	
40204	पछिदेखि	1	1	1	7	पछिदेखि	no	
40205	पछिल्तिर	1	1	1	8	पछिल्तिर	no	
40206	पछ्याउने	1	1	1	8	पछ्याउने	no	
40207	पछ्यौरीमा	1	1	1	9	पछ्यौरीमा	no	
40208	पछ्वारी	1	1	1	7	पछ्वारी	no	
40209	पजारु	1	1	1	5	पजारु	no	
40210	पञ्च	1	1	1	4	पञ्च	no	
40211	पञ्चकुवा	1	1	1	8	पञ्चकुवा	no	
40212	पञ्चकोशी	1	1	1	8	पञ्चकोशी	no	
40213	पञ्चकोशीको	1	1	1	10	पञ्चकोशीको	no	
40214	पञ्चतन्त्रका	1	1	1	12	पञ्चतन्त्रका	no	
40215	पञ्चदेवोपासना	1	1	1	13	पञ्चदेवोपासना	no	
40216	पञ्चधातुको	1	1	1	10	पञ्चधातुको	no	
40217	पञ्चभगिनी	1	1	1	9	पञ्चभगिनी	no	
40218	पञ्चमले	1	1	1	7	पञ्चमले	no	
40219	पञ्चमार्गी	1	1	1	10	पञ्चमार्गी	no	
40220	पञ्चरत्नको	1	1	1	10	पञ्चरत्नको	no	
40221	पञ्चवर्षीय	1	1	1	10	पञ्चवर्षीय	no	
40222	पञ्चशीलका	1	1	1	9	पञ्चशीलका	no	
40223	पञ्चाङ्गको	1	1	1	10	पञ्चाङ्गको	no	
40224	पञ्चायतकाल	1	1	1	10	पञ्चायतकाल	no	
40225	पञ्चायतकालदेखि	1	1	1	14	पञ्चायतकालदेखि	no	
40226	पञ्चायतहरूमा	1	1	1	12	पञ्चायतहरूमा	no	
40227	पञ्चालयतकालमा	1	1	1	13	पञ्चालयतकालमा	no	
40228	पञ्चासेको	1	1	1	9	पञ्चासेको	no	
40229	पञ्चासेवासी	1	1	1	11	पञ्चासेवासी	no	
40230	पञ्चेबाजाको	1	1	1	11	पञ्चेबाजाको	no	
40231	पञ्चेबाजाले	1	1	1	11	पञ्चेबाजाले	no	
40232	पञ्जाबी	1	1	1	7	पञ्जाबी	no	
40233	पञ्जाबीमा	1	1	1	9	पञ्जाबीमा	no	
40234	पटउनले	1	1	1	6	पटउनले	no	
40235	पटकथाभन्दा	1	1	1	10	पटकथाभन्दा	no	
40236	पटकमा	1	1	1	5	पटकमा	no	
40237	पटका	1	1	1	4	पटका	no	
40238	पटकाहरूको	1	1	1	9	पटकाहरूको	no	
40239	पटनापछि	1	1	1	7	पटनापछि	no	
40240	पटर	1	1	1	3	पटर	no	
40241	पटले	1	1	1	4	पटले	no	
40242	पटवर्धन	1	1	1	7	पटवर्धन	no	
40243	पटासीलाई	1	1	1	8	पटासीलाई	no	
40244	पटियालाका	1	1	1	9	पटियालाका	no	
40245	पटियालामा	1	1	1	9	पटियालामा	no	
40246	पटेन्ट	1	1	1	6	पटेन्ट	no	
40247	पटेल	1	1	1	4	पटेल	no	
40248	पट्टि	1	1	1	5	पट्टि	no	
40249	पट्टिको	1	1	1	7	पट्टिको	no	
40250	पट्टीमा	1	1	1	7	पट्टीमा	no	
40251	पट्याउन	1	1	1	7	पट्याउन	no	
40252	पठाइदिएछन्	1	1	1	10	पठाइदिएछन्	no	
40253	पठाइदिने	1	1	1	8	पठाइदिने	no	
40254	पठाइनुको	1	1	1	8	पठाइनुको	no	
40255	पठाइन्	1	1	1	6	पठाइन्	no	
40256	पठाइन्थे	1	1	1	8	पठाइन्थे	no	
40257	पठाइसकेको	1	1	1	9	पठाइसकेको	no	
40258	पठाउँछन्	1	1	1	8	पठाउँछन्	no	
40259	पठाउँथ्यो	1	1	1	9	पठाउँथ्यो	no	
40260	पठाउनका	1	1	1	7	पठाउनका	no	
40261	पठाउनु	1	1	1	6	पठाउनु	no	
40262	पठाउनुपर्ने	1	1	1	11	पठाउनुपर्ने	no	
40263	पठाएमा	1	1	1	6	पठाएमा	no	
40264	पठाको	1	1	1	5	पठाको	no	
40265	पठानकोट	1	1	1	7	पठानकोट	no	
40266	पडकिनुदार	1	1	1	9	पडकिनुदार	no	
40267	पडसरी	1	1	1	5	पडसरी	no	
40268	पडोसनमा	1	1	1	7	पडोसनमा	no	
40269	पड्काउन	1	1	1	7	पड्काउन	no	
40270	पड्दै	1	1	1	5	पड्दै	no	
40271	पढ	1	1	1	2	पढ	no	
40272	पढदा	1	1	1	4	पढदा	no	
40273	पढाइने	1	1	1	6	पढाइने	no	
40274	पढाइन्छ	1	1	1	7	पढाइन्छ	no	
40275	पढाइलाई	1	1	1	7	पढाइलाई	no	
40276	पढाइसकेका	1	1	1	9	पढाइसकेका	no	
40277	पढाउँदा	1	1	1	7	पढाउँदा	no	
40278	पढाउनु	1	1	1	6	पढाउनु	no	
40279	पढाउनुभयो	1	1	1	9	पढाउनुभयो	no	
40280	पढाएको	1	1	1	6	पढाएको	no	
40281	पढाएपछि	1	1	1	7	पढाएपछि	no	
40282	पढाएर	1	1	1	5	पढाएर	no	
40283	पढि	1	1	1	3	पढि	no	
40284	पढिएकै	1	1	1	6	पढिएकै	no	
40285	पढी	1	1	1	3	पढी	no	
40286	पढेकी	1	1	1	5	पढेकी	no	
40287	पढेमा	1	1	1	5	पढेमा	no	
40288	पढेलिखेका	1	1	1	9	पढेलिखेका	no	
40289	पढोपढो	1	1	1	6	पढोपढो	no	
40290	पढ्दछन्	1	1	1	7	पढ्दछन्	no	
40291	पढ्दैनस्	1	1	1	8	पढ्दैनस्	no	
40292	पढ्नलायक	1	1	1	8	पढ्नलायक	no	
40293	पढ्नाले	1	1	1	7	पढ्नाले	no	
40294	पढ्नेहरूमा	1	1	1	10	पढ्नेहरूमा	no	
40295	पण्डाहरूद्वारा	1	1	1	14	पण्डाहरूद्वारा	no	
40296	पण्डितका	1	1	1	8	पण्डितका	no	
40297	पण्डितजी	1	1	1	8	पण्डितजी	no	
40298	पण्डितजीलाई	1	1	1	11	पण्डितजीलाई	no	
40299	पण्डितपौवामा	1	1	1	12	पण्डितपौवामा	no	
40300	पण्डितलाई	1	1	1	9	पण्डितलाई	no	
40301	पण्डितहरूलाई	1	1	1	12	पण्डितहरूलाई	no	
40302	पतंगबाजी	1	1	1	8	पतंगबाजी	no	
40303	पतझडमा	1	1	1	6	पतझडमा	no	
40304	पतञ्जलिका	1	1	1	9	पतञ्जलिका	no	
40305	पतिपत्नी	1	1	1	8	पतिपत्नी	no	
40306	पतेरे	1	1	1	5	पतेरे	no	
40307	पत्तिमीलो	1	1	1	9	पत्तिमीलो	no	
40308	पत्थरहरू	1	1	1	8	पत्थरहरू	no	
40309	पत्यारिलो	1	1	1	9	पत्यारिलो	no	
40310	पत्रकको	1	1	1	7	पत्रकको	no	
40311	पत्रकहरूको	1	1	1	10	पत्रकहरूको	no	
40312	पत्रकारिताबारे	1	1	1	14	पत्रकारिताबारे	no	
40313	पत्रत्रिका	1	1	1	10	पत्रत्रिका	no	
40314	पत्रत्रिकामा	1	1	1	12	पत्रत्रिकामा	no	
40315	पत्रपत्रिका	1	1	1	11	पत्रपत्रिका	no	
40316	पत्रहरूद्वारा	1	1	1	13	पत्रहरूद्वारा	no	
40317	पत्रहरूलाई	1	1	1	10	पत्रहरूलाई	no	
40318	पत्रात्मक	1	1	1	9	पत्रात्मक	no	
40319	पत्रिकाहरू	1	1	1	10	पत्रिकाहरू	no	
40320	पत्रिकाहरूलाई	1	1	1	13	पत्रिकाहरूलाई	no	
40321	पत्रिकाहरूले	1	1	1	12	पत्रिकाहरूले	no	
40322	पथरा	1	1	1	4	पथरा	no	
40323	पथरी	1	1	1	4	पथरी	no	
40324	पथरैया	1	1	1	6	पथरैया	no	
40325	पथिक	1	1	1	4	पथिक	no	
40326	पथिकको	1	1	1	6	पथिकको	no	
40327	पथिकबाट	1	1	1	7	पथिकबाट	no	
40328	पथ्यमा	1	1	1	6	पथ्यमा	no	
40329	पदप्राप्तिका	1	1	1	12	पदप्राप्तिका	no	
40330	पदमचाल्नो	1	1	1	9	पदमचाल्नो	no	
40331	पदमाश्री	1	1	1	8	पदमाश्री	no	
40332	पदयात्रीहरू	1	1	1	11	पदयात्रीहरू	no	
40333	पदवाट	1	1	1	5	पदवाट	no	
40334	पदश्थापना	1	1	1	9	पदश्थापना	no	
40335	पदातिहरूबाट	1	1	1	11	पदातिहरूबाट	no	
40336	पदार्थमा	1	1	1	8	पदार्थमा	no	
40337	पदार्थविज्ञानी	1	1	1	14	पदार्थविज्ञानी	no	
40338	पदार्थहरूमध्येको	1	1	1	16	पदार्थहरूमध्येको	no	
40339	पदार्थहरूले	1	1	1	11	पदार्थहरूले	no	
40340	पदार्पण	1	1	1	7	पदार्पण	no	
40341	पदिय	1	1	1	4	पदिय	no	
40342	पदीय	1	1	1	4	पदीय	no	
40343	पदुमका	1	1	1	6	पदुमका	no	
40344	पदोन्नति	1	1	1	8	पदोन्नति	no	
40345	पद्दतिहरू	1	1	1	9	पद्दतिहरू	no	
40346	पद्धतिबाट	1	1	1	9	पद्धतिबाट	no	
40347	पद्धतिलाई	1	1	1	9	पद्धतिलाई	no	
40348	पद्धतिहरू	1	1	1	9	पद्धतिहरू	no	
40349	पद्मनाभको	1	1	1	9	पद्मनाभको	no	
40350	पद्मपुराणको	1	1	1	11	पद्मपुराणको	no	
40351	पद्मपुराणमा	1	1	1	11	पद्मपुराणमा	no	
40352	पद्मभक्तेश्वर	1	1	1	13	पद्मभक्तेश्वर	no	
40353	पद्मभूषण	1	1	1	8	पद्मभूषण	no	
40354	पद्मविभूषण	1	1	1	10	पद्मविभूषण	no	
40355	पद्मोदय	1	1	1	7	पद्मोदय	no	
40356	पद्यको	1	1	1	6	पद्यको	no	
40357	पद्यमय	1	1	1	6	पद्यमय	no	
40358	पद्यमा	1	1	1	6	पद्यमा	no	
40359	पद्यसङ्ग्रह	1	1	1	11	पद्यसङ्ग्रह	no	
40360	पनडुब्बी	1	1	1	8	पनडुब्बी	no	
40361	पनडुब्बीमा	1	1	1	10	पनडुब्बीमा	no	
40362	पनाती	1	1	1	5	पनाती	no	
40363	पनामा	1	1	1	5	पनामा	no	
40364	पनौतीघाटमा	1	1	1	10	पनौतीघाटमा	no	
40365	पनौतीतिर	1	1	1	8	पनौतीतिर	no	
40366	पन्चबली	1	1	1	7	पन्चबली	no	
40367	पन्चायतद्वारा	1	1	1	13	पन्चायतद्वारा	no	
40368	पन्चैबाजा	1	1	1	9	पन्चैबाजा	no	
40369	पन्छीहरूको	1	1	1	10	पन्छीहरूको	no	
40370	पन्जा	1	1	1	5	पन्जा	no	
40371	पन्जाछाप	1	1	1	8	पन्जाछाप	no	
40372	पन्जाबका	1	1	1	8	पन्जाबका	no	
40373	पन्थमा	1	1	1	6	पन्थमा	no	
40374	पन्थी	1	1	1	5	पन्थी	no	
40375	पन्द्रमा	1	1	1	8	पन्द्रमा	no	
40376	पन्ध्रदेखि	1	1	1	10	पन्ध्रदेखि	no	
40377	पन्ध्रवटा	1	1	1	9	पन्ध्रवटा	no	
40378	पन्ध्रौं	1	1	1	8	पन्ध्रौं	no	
40379	पपडी	1	1	1	4	पपडी	no	
40380	पबित्र	1	1	1	6	पबित्र	no	
40381	पब्लिकेशन	1	1	1	9	पब्लिकेशन	no	
40382	पब्लिर्सस	1	1	1	9	पब्लिर्सस	no	
40383	पब्लिस	1	1	1	6	पब्लिस	no	
40384	पब्लिसर्स	1	1	1	9	पब्लिसर्स	no	
40385	पब्लिसर्सको	1	1	1	11	पब्लिसर्सको	no	
40386	पम्प्स	1	1	1	6	पम्प्स	no	
40387	पम्फा	1	1	1	5	पम्फा	no	
40388	पय	1	1	1	2	पय	no	
40389	परग्रहीसँग	1	1	1	10	परग्रहीसँग	no	
40390	परचक्री	1	1	1	7	परचक्री	no	
40391	परणित	1	1	1	5	परणित	no	
40392	परदेशको	1	1	1	7	परदेशको	no	
40393	परपोती	1	1	1	6	परपोती	no	
40394	परपौत्र	1	1	1	7	परपौत्र	no	
40395	परबल	1	1	1	4	परबल	no	
40396	परब्रह्म	1	1	1	8	परब्रह्म	no	
40397	परब्रह्मको	1	1	1	10	परब्रह्मको	no	
40398	परभणी	1	1	1	5	परभणी	no	
40399	परमधीपती	1	1	1	8	परमधीपती	no	
40400	परमर्दी	1	1	1	7	परमर्दी	no	
40401	परमहङ्स	1	1	1	7	परमहङ्स	no	
40402	परमाणुको	1	1	1	8	परमाणुको	no	
40403	परमाणुहरूको	1	1	1	11	परमाणुहरूको	no	
40404	परमादेशको	1	1	1	9	परमादेशको	no	
40405	परमादेशलार्इ	1	1	1	12	परमादेशलार्इ	no	
40406	परमादेशले	1	1	1	9	परमादेशले	no	
40407	परमान्द	1	1	1	7	परमान्द	no	
40408	परमार्थका	1	1	1	9	परमार्थका	no	
40409	परम्	1	1	1	4	परम्	no	
40410	परम्परात	1	1	1	8	परम्परात	no	
40411	परम्परादेखि	1	1	1	11	परम्परादेखि	no	
40412	परम्पारागत	1	1	1	10	परम्पारागत	no	
40413	परयाहरूको	1	1	1	9	परयाहरूको	no	
40414	परलोक	1	1	1	5	परलोक	no	
40415	परलोकको	1	1	1	7	परलोकको	no	
40416	परवर्तिहरूका	1	1	1	12	परवर्तिहरूका	no	
40417	परवर्ती	1	1	1	7	परवर्ती	no	
40418	परवाट	1	1	1	5	परवाट	no	
40419	परविन	1	1	1	5	परविन	no	
40420	परशुरामजीले	1	1	1	11	परशुरामजीले	no	
40421	परसौनी	1	1	1	6	परसौनी	no	
40422	परहजुरबुवा	1	1	1	10	परहजुरबुवा	no	
40423	पराउँछन्	1	1	1	8	पराउँछन्	no	
40424	पराउँदछन्	1	1	1	9	पराउँदछन्	no	
40425	पराउँदा	1	1	1	7	पराउँदा	no	
40426	पराउनेलाई	1	1	1	9	पराउनेलाई	no	
40427	पराकाष्ठमा	1	1	1	10	पराकाष्ठमा	no	
40428	पराकाष्ठा	1	1	1	9	पराकाष्ठा	no	
40429	पराग	1	1	1	4	पराग	no	
40430	परागसेचन	1	1	1	8	परागसेचन	no	
40431	पराजयको	1	1	1	7	पराजयको	no	
40432	पराजुल	1	1	1	6	पराजुल	no	
40433	पराजुलीलाई	1	1	1	10	पराजुलीलाई	no	
40434	परापूर्वकालबाटै	1	1	1	15	परापूर्वकालबाटै	no	
40435	पराबैगनी	1	1	1	8	पराबैगनी	no	
40436	परामर्शहरू	1	1	1	10	परामर्शहरू	no	
40437	परालद्वारा	1	1	1	10	परालद्वारा	no	
40438	परासीकै	1	1	1	7	परासीकै	no	
40439	परिक्रमाको	1	1	1	10	परिक्रमाको	no	
40440	परिक्रमावृत्त	1	1	1	13	परिक्रमावृत्त	no	
40441	परिचयका	1	1	1	7	परिचयका	no	
40442	परिचर्चाहरू	1	1	1	11	परिचर्चाहरू	no	
40443	परिचायक	1	1	1	7	परिचायक	no	
40444	परिचायत्मक	1	1	1	10	परिचायत्मक	no	
40445	परिणामपछि	1	1	1	9	परिणामपछि	no	
40446	परित्यक्त	1	1	1	9	परित्यक्त	no	
40447	परित्यागका	1	1	1	10	परित्यागका	no	
40448	परिधीसम्म	1	1	1	9	परिधीसम्म	no	
40449	परिपक्वता	1	1	1	9	परिपक्वता	no	
40450	परिपालनाबाट	1	1	1	11	परिपालनाबाट	no	
40451	परिबन्दले	1	1	1	9	परिबन्दले	no	
40452	परिभाषाको	1	1	1	9	परिभाषाको	no	
40453	परिभाषासँग	1	1	1	10	परिभाषासँग	no	
40454	परिभाषाहरु	1	1	1	10	परिभाषाहरु	no	
40455	परिमाणभन्दा	1	1	1	11	परिमाणभन्दा	no	
40456	परिमाणमा	1	1	1	8	परिमाणमा	no	
40457	परिमाणहरूको	1	1	1	11	परिमाणहरूको	no	
40458	परिमार्जनपछि	1	1	1	12	परिमार्जनपछि	no	
40459	परिमित	1	1	1	6	परिमित	no	
40460	परियारहरू	1	1	1	9	परियारहरू	no	
40461	परियोजनाका	1	1	1	10	परियोजनाका	no	
40462	परियोजनाहरूका	1	1	1	13	परियोजनाहरूका	no	
40463	परियोजनाहरूलाई	1	1	1	14	परियोजनाहरूलाई	no	
40464	परिरक्षाको	1	1	1	10	परिरक्षाको	no	
40465	परिवर्तनले	1	1	1	10	परिवर्तनले	no	
40466	परिवर्तनसम्बन्धी	1	1	1	16	परिवर्तनसम्बन्धी	no	
40467	परिवर्तनहरूलाई	1	1	1	14	परिवर्तनहरूलाई	no	
40468	परिवर्तनहरूले	1	1	1	13	परिवर्तनहरूले	no	
40469	परिवर्धनको	1	1	1	10	परिवर्धनको	no	
40470	परिवारजन	1	1	1	8	परिवारजन	no	
40471	परिवारभित्र	1	1	1	11	परिवारभित्र	no	
40472	परिवारविरुद्ध	1	1	1	13	परिवारविरुद्ध	no	
40473	परिवेशबाट	1	1	1	9	परिवेशबाट	no	
40474	परिशिष्टांक	1	1	1	11	परिशिष्टांक	no	
40475	परिषदद्वारा	1	1	1	11	परिषदद्वारा	no	
40476	परिसरभित्रै	1	1	1	11	परिसरभित्रै	no	
40477	परिस्थति	1	1	1	8	परिस्थति	no	
40478	परिस्थितिअनुसार	1	1	1	15	परिस्थितिअनुसार	no	
40479	परिस्थितिसँग	1	1	1	12	परिस्थितिसँग	no	
40480	परिस्थितिहरूका	1	1	1	14	परिस्थितिहरूका	no	
40481	परिहालेँ	1	1	1	8	परिहालेँ	no	
40482	परीक्षणमा	1	1	1	9	परीक्षणमा	no	
40483	परीक्षाका	1	1	1	9	परीक्षाका	no	
40484	परीक्षित	1	1	1	8	परीक्षित	no	
40485	परीक्षितले	1	1	1	10	परीक्षितले	no	
40486	परेकालाई	1	1	1	8	परेकालाई	no	
40487	परेकि	1	1	1	5	परेकि	no	
40488	परेझैँ	1	1	1	6	परेझैँ	no	
40489	परेडका	1	1	1	6	परेडका	no	
40490	परेनन्	1	1	1	6	परेनन्	no	
40491	परेपछि	1	1	1	6	परेपछि	no	
40492	परेरै	1	1	1	5	परेरै	no	
40493	परेलमा	1	1	1	6	परेलमा	no	
40494	परेलि	1	1	1	5	परेलि	no	
40495	परेवाडाँडा	1	1	1	10	परेवाडाँडा	no	
40496	परेशानी	1	1	1	7	परेशानी	no	
40497	परोपकारी	1	1	1	8	परोपकारी	no	
40498	परोहा	1	1	1	5	परोहा	no	
40499	पर्खालहरूमा	1	1	1	11	पर्खालहरूमा	no	
40500	पर्खालहरूसँग	1	1	1	12	पर्खालहरूसँग	no	
40501	पर्खिन	1	1	1	6	पर्खिन	no	
40502	पर्खिराख	1	1	1	8	पर्खिराख	no	
40503	पर्चा	1	1	1	5	पर्चा	no	
40504	पर्चाको	1	1	1	7	पर्चाको	no	
40505	पर्छदन्	1	1	1	7	पर्छदन्	no	
40506	पर्छन	1	1	1	5	पर्छन	no	
40507	पर्छिने	1	1	1	7	पर्छिने	no	
40508	पर्छे	1	1	1	5	पर्छे	no	
40509	पर्ट	1	1	1	4	पर्ट	no	
40510	पर्टीका	1	1	1	7	पर्टीका	no	
40511	पर्ण	1	1	1	4	पर्ण	no	
40512	पर्णवृन्त	1	1	1	9	पर्णवृन्त	no	
40513	पर्ती	1	1	1	5	पर्ती	no	
40514	पर्थलाई	1	1	1	7	पर्थलाई	no	
40515	पर्दथे	1	1	1	6	पर्दथे	no	
40516	पर्दाभित्र	1	1	1	10	पर्दाभित्र	no	
40517	पर्दैछन्	1	1	1	8	पर्दैछन्	no	
40518	पर्नुभएन	1	1	1	8	पर्नुभएन	no	
40519	पर्नुभयो	1	1	1	8	पर्नुभयो	no	
40520	पर्नुहुन्छ	1	1	1	10	पर्नुहुन्छ	no	
40521	पर्पज	1	1	1	5	पर्पज	no	
40522	पर्ब	1	1	1	4	पर्ब	no	
40523	पर्यटकहरुका	1	1	1	11	पर्यटकहरुका	no	
40524	पर्यटनलाई	1	1	1	9	पर्यटनलाई	no	
40525	पर्यवेक्षकहरू	1	1	1	13	पर्यवेक्षकहरू	no	
