word	source	ipa	segments	n_segments	freq	n_utts	n_speakers
खोकीमा	slr54	kʰoːkɪːmaː	kʰ oː k ɪː m aː	6	1	1	1
खोक्रा	slr54	kʰoːkɾaː	kʰ oː k ɾ aː	5	1	1	1
खोजका	slr54	kʰoːɟəkaː	kʰ oː ɟ ə k aː	6	1	1	1
खोजभन्दा	slr54	kʰoːɟəbʰʌndaː	kʰ oː ɟ ə bʰ ʌ n d aː	9	1	1	1
खोजले	slr54	kʰoːɟəleː	kʰ oː ɟ ə l eː	6	1	1	1
खोजहरूको	slr54	kʰoːɟəhəɾuːkoː	kʰ oː ɟ ə h ə ɾ uː k oː	10	1	1	1
खोजहरूलाई	slr54	kʰoːɟəhəɾuːlaːi	kʰ oː ɟ ə h ə ɾ uː l aː i	11	1	1	1
खोजाइसँग	slr54	kʰoːɟaːɪʃʌ̃ɡ	kʰ oː ɟ aː ɪ ʃ ʌ̃ ɡ	8	1	1	1
खोजिरहेका	slr54	kʰoːɟɪɾəheːkaː	kʰ oː ɟ ɪ ɾ ə h eː k aː	10	1	1	1
खोजीको	slr54	kʰoːɟɪːkoː	kʰ oː ɟ ɪː k oː	6	1	1	1
खोजीसम्म	slr54	kʰoːɟɪːsʌmmə	kʰ oː ɟ ɪː s ʌ m m ə	9	1	1	1
खोजेहरू	slr54	kʰoːɟeːhəɾuː	kʰ oː ɟ eː h ə ɾ uː	8	1	1	1
खोज्छे	slr54	kʰoːɟcʰeː	kʰ oː ɟ cʰ eː	5	1	1	1
खोज्नसम्म	slr54	kʰoːɟnəsʌmmə	kʰ oː ɟ n ə s ʌ m m ə	10	1	1	1
खोज्नुभएको	slr54	kʰoːɟnubʰəeːkoː	kʰ oː ɟ n u bʰ ə eː k oː	10	1	1	1
खोज्यो	slr54	kʰoːɟjoː	kʰ oː ɟ j oː	5	1	1	1
खोट	slr54	kʰoːʈ	kʰ oː ʈ	3	1	1	1
खोटे	slr54	kʰoːʈeː	kʰ oː ʈ eː	4	1	1	1
खोतल्दा	slr54	kʰoːtʌldaː	kʰ oː t ʌ l d aː	7	1	1	1
खोतल्ने	slr54	kʰoːtʌlneː	kʰ oː t ʌ l n eː	7	1	1	1
खोपडी	slr54	kʰoːpəɖiː	kʰ oː p ə ɖ iː	6	1	1	1
खोपीतर्फ	slr54	kʰoːpɪːtʌrrpʰə	kʰ oː p ɪː t ʌ r r pʰ ə	10	1	1	1
खोपीमा	slr54	kʰoːpɪːmaː	kʰ oː p ɪː m aː	6	1	1	1
खोपीमाथि	slr54	kʰoːpɪːmaːtʰɪ	kʰ oː p ɪː m aː tʰ ɪ	8	1	1	1
खोप्लाङ्ग	slr54	kʰoːplaːŋɡə	kʰ oː p l aː ŋ ɡ ə	8	1	1	1
खोया	slr54	kʰoːjaː	kʰ oː j aː	4	1	1	1
खोलाबाट	slr54	kʰoːlaːbaːʈ	kʰ oː l aː b aː ʈ	7	1	1	1
खोलामाथिको	slr54	kʰoːlaːmaːtʰɪkoː	kʰ oː l aː m aː tʰ ɪ k oː	10	1	1	1
खोलेका	slr54	kʰoːleːkaː	kʰ oː l eː k aː	6	1	1	1
खोलेनन्	slr54	kʰoːleːnən	kʰ oː l eː n ə n	7	1	1	1
खोल्नुहोस्	slr54	kʰoːlnuhoːs	kʰ oː l n u h oː s	8	1	1	1
ख्याकको	slr54	kʰjaːkəkoː	kʰ j aː k ə k oː	7	1	1	1
ख्यालठट्टा	slr54	kʰjaːləʈʰʌʈʈaː	kʰ j aː l ə ʈʰ ʌ ʈ ʈ aː	10	1	1	1
ख्याहा	slr54	kʰjaːhaː	kʰ j aː h aː	5	1	1	1
ख्वप	slr54	kʰwp	kʰ w p	3	1	1	1
ख्वाएर	slr54	kʰwaːeːɾə	kʰ w aː eː ɾ ə	6	1	1	1
ख्वारिज्मीको	slr54	kʰwaːɾɪɟmɪːkoː	kʰ w aː ɾ ɪ ɟ m ɪː k oː	10	1	1	1
गंगमतीका	slr54	ɡəŋɡəmətɪːkaː	ɡ ə ŋ ɡ ə m ə t ɪː k aː	11	1	1	1
गंगोत्री	slr54	ɡəŋɡoːtɾi	ɡ ə ŋ ɡ oː t ɾ i	8	1	1	1
गइरहन्थे	slr54	ɡəɪɾəhʌntʰeː	ɡ ə ɪ ɾ ə h ʌ n tʰ eː	10	1	1	1
गइरहेका	slr54	ɡəɪɾəheːkaː	ɡ ə ɪ ɾ ə h eː k aː	9	1	1	1
गइरहेछन्	slr54	ɡəɪɾəheːcʰən	ɡ ə ɪ ɾ ə h eː cʰ ə n	10	1	1	1
गएनन्	slr54	ɡəeːnən	ɡ ə eː n ə n	6	1	1	1
गओथेँ	slr54	ɡəoːtʰẽ	ɡ ə oː tʰ ẽ	5	1	1	1
गगन	slr54	ɡʌɡən	ɡ ʌ ɡ ə n	5	1	1	1
गगौ	slr54	ɡʌɡɔː	ɡ ʌ ɡ ɔː	4	1	1	1
गङको	slr54	ɡʌŋəkoː	ɡ ʌ ŋ ə k oː	6	1	1	1
गङ्गटोक	slr54	ɡəŋɡəʈoːkə	ɡ ə ŋ ɡ ə ʈ oː k ə	9	1	1	1
गङ्गाजीको	slr54	ɡəŋɡaːɟɪːkoː	ɡ ə ŋ ɡ aː ɟ ɪː k oː	9	1	1	1
गङ्गादेव	slr54	ɡəŋɡaːdeːwə	ɡ ə ŋ ɡ aː d eː w ə	9	1	1	1
गङ्गानगर	slr54	ɡəŋɡaːnəɡəɾə	ɡ ə ŋ ɡ aː n ə ɡ ə ɾ ə	11	1	1	1
गङ्गाबहादुर	slr54	ɡəŋɡaːbəhaːduɾə	ɡ ə ŋ ɡ aː b ə h aː d u ɾ ə	13	1	1	1
गङ्गालक्ष्मी	slr54	ɡəŋɡaːlʌkʂmi	ɡ ə ŋ ɡ aː l ʌ k ʂ m i	11	1	1	1
गङ्गालाल	slr54	ɡəŋɡaːlaːl	ɡ ə ŋ ɡ aː l aː l	8	1	1	1
गङ्गास्नान	slr54	ɡəŋɡaːsnaːn	ɡ ə ŋ ɡ aː s n aː n	9	1	1	1
गङ्टुग	slr54	ɡʌŋʈuɡ	ɡ ʌ ŋ ʈ u ɡ	6	1	1	1
गङ्नजल	slr54	ɡʌŋnəɟəl	ɡ ʌ ŋ n ə ɟ ə l	8	1	1	1
गच्छदारद्वारा	slr54	ɡəccʰədaːɾədːwaːɾaː	ɡ ə c cʰ ə d aː ɾ ə dː w aː ɾ aː	14	1	1	1
गजब	slr54	ɡʌɟəb	ɡ ʌ ɟ ə b	5	1	1	1
गजबको	slr54	ɡʌɟəbəkoː	ɡ ʌ ɟ ə b ə k oː	8	1	1	1
गजलम	slr54	ɡʌɟələmə	ɡ ʌ ɟ ə l ə m ə	8	1	1	1
गजाको	slr54	ɡəɟaːkoː	ɡ ə ɟ aː k oː	6	1	1	1
गजाधर	slr54	ɡəɟaːdʰəɾə	ɡ ə ɟ aː dʰ ə ɾ ə	8	1	1	1
गजुरमा	slr54	ɡʌɟuɾəmaː	ɡ ʌ ɟ u ɾ ə m aː	8	1	1	1
गजुरी	slr54	ɡʌɟuɾiː	ɡ ʌ ɟ u ɾ iː	6	1	1	1
गजुरीटार	slr54	ɡəɟuɾɪːʈaːɾə	ɡ ə ɟ u ɾ ɪː ʈ aː ɾ ə	10	1	1	1
गजुरेल	slr54	ɡəɟuɾeːl	ɡ ə ɟ u ɾ eː l	7	1	1	1
गजो	slr54	ɡʌɟoː	ɡ ʌ ɟ oː	4	1	1	1
गट्ठाघरमा	slr54	ɡʌʈʈʰaːɡʰəɾəmaː	ɡ ʌ ʈ ʈʰ aː ɡʰ ə ɾ ə m aː	11	1	1	1
गठ्ठा	slr54	ɡʌʈʈʰaː	ɡ ʌ ʈ ʈʰ aː	5	1	1	1
गड	slr54	ɡʌɖ	ɡ ʌ ɖ	3	1	1	1
गडफादर	slr54	ɡəɖəpʰaːdəɾə	ɡ ə ɖ ə pʰ aː d ə ɾ ə	10	1	1	1
गडबडीले	slr54	ɡəɖəbəɖɪːleː	ɡ ə ɖ ə b ə ɖ ɪː l eː	10	1	1	1
गडी	slr54	ɡʌɖi	ɡ ʌ ɖ i	4	1	1	1
गढ	slr54	ɡʌɖʰ	ɡ ʌ ɖʰ	3	1	1	1
गढमुक्तेश्वर	slr54	ɡəɖʰəmukteːʃwɾʌ	ɡ ə ɖʰ ə m u k t eː ʃ w ɾ ʌ	13	1	1	1
गढवालका	slr54	ɡəɖʰəwaːləkaː	ɡ ə ɖʰ ə w aː l ə k aː	10	1	1	1
गढवालको	slr54	ɡəɖʰəwaːləkoː	ɡ ə ɖʰ ə w aː l ə k oː	10	1	1	1
गढहरूलाई	slr54	ɡəɖʰəhəɾuːlaːi	ɡ ə ɖʰ ə h ə ɾ uː l aː i	11	1	1	1
गणक	slr54	ɡʌɳəkə	ɡ ʌ ɳ ə k ə	6	1	1	1
गणमध्ये	slr54	ɡəɳəmʌdʰjeː	ɡ ə ɳ ə m ʌ dʰ j eː	9	1	1	1
गणलाई	slr54	ɡəɳəlaːi	ɡ ə ɳ ə l aː i	7	1	1	1
गणहरूका	slr54	ɡəɳəhəɾuːkaː	ɡ ə ɳ ə h ə ɾ uː k aː	10	1	1	1
गणाना	slr54	ɡəɳaːnaː	ɡ ə ɳ aː n aː	6	1	1	1
गणितग्यहरुले	slr54	ɡəɳɪtʌɡjəhəɾuleː	ɡ ə ɳ ɪ t ʌ ɡ j ə h ə ɾ u l eː	15	1	1	1
गणितज्ञ	slr54	ɡəɳɪtʌɟɲəə	ɡ ə ɳ ɪ t ʌ ɟ ɲ ə ə	10	1	1	1
गणितले	slr54	ɡʌɳɪtəleː	ɡ ʌ ɳ ɪ t ə l eː	8	1	1	1
गणितसम्बन्धी	slr54	ɡəɳɪtəsəmbʌndʰi	ɡ ə ɳ ɪ t ə s ə m b ʌ n dʰ i	14	1	1	1
गणितीज्ञ	slr54	ɡəɳɪtɪːɟɲəə	ɡ ə ɳ ɪ t ɪː ɟ ɲ ə ə	10	1	1	1
गणेशक्रिया	slr54	ɡəɳeːʃʌkɾɪjaː	ɡ ə ɳ eː ʃ ʌ k ɾ ɪ j aː	11	1	1	1
गणेशचन्द्र	slr54	ɡəɳeːʃəcʌndɾə	ɡ ə ɳ eː ʃ ə c ʌ n d ɾ ə	12	1	1	1
गणेशजीले	slr54	ɡəɳeːʃəɟɪːleː	ɡ ə ɳ eː ʃ ə ɟ ɪː l eː	10	1	1	1
गतवर्ष	slr54	ɡətəwʌrrʂə	ɡ ə t ə w ʌ r r ʂ ə	10	1	1	1
गतिकीको	slr54	ɡətɪkɪːkoː	ɡ ə t ɪ k ɪː k oː	8	1	1	1
गतिपरक	slr54	ɡʌtɪpəɾəkə	ɡ ʌ t ɪ p ə ɾ ə k ə	10	1	1	1
गतिभन्दा	slr54	ɡətɪbʰʌndaː	ɡ ə t ɪ bʰ ʌ n d aː	9	1	1	1
गतिरोधमा	slr54	ɡətɪɾoːdʰəmaː	ɡ ə t ɪ ɾ oː dʰ ə m aː	10	1	1	1
गतिलाई	slr54	ɡətɪlaːi	ɡ ə t ɪ l aː i	7	1	1	1
गतिविधिबाट	slr54	ɡətɪwɪdʰɪbaːʈ	ɡ ə t ɪ w ɪ dʰ ɪ b aː ʈ	11	1	1	1
गतिविधिबाहेक	slr54	ɡətɪwɪdʰɪbaːheːkə	ɡ ə t ɪ w ɪ dʰ ɪ b aː h eː k ə	14	1	1	1
गतिविधिलाई	slr54	ɡətɪwɪdʰɪlaːi	ɡ ə t ɪ w ɪ dʰ ɪ l aː i	11	1	1	1
गतिविधिहरूका	slr54	ɡətɪwɪdʰɪhəɾuːkaː	ɡ ə t ɪ w ɪ dʰ ɪ h ə ɾ uː k aː	14	1	1	1
गतिविधीहरू	slr54	ɡətɪwɪdʰɪːhəɾuː	ɡ ə t ɪ w ɪ dʰ ɪː h ə ɾ uː	12	1	1	1
गतिविधीहरूले	slr54	ɡətɪwɪdʰɪːhəɾuːleː	ɡ ə t ɪ w ɪ dʰ ɪː h ə ɾ uː l eː	14	1	1	1
गतिसँग	slr54	ɡətɪʃʌ̃ɡ	ɡ ə t ɪ ʃ ʌ̃ ɡ	7	1	1	1
गदाधरको	slr54	ɡədaːdʰəɾəkoː	ɡ ə d aː dʰ ə ɾ ə k oː	10	1	1	1
गदारवारा	slr54	ɡədaːɾəwaːɾaː	ɡ ə d aː ɾ ə w aː ɾ aː	10	1	1	1
गद्दाफी	slr54	ɡʌddaːpʰi	ɡ ʌ d d aː pʰ i	7	1	1	1
गद्दाफीको	slr54	ɡəddaːpʰɪːkoː	ɡ ə d d aː pʰ ɪː k oː	9	1	1	1
गद्दि	slr54	ɡʌddɪ	ɡ ʌ d d ɪ	5	1	1	1
गद्य	slr54	ɡʌdjə	ɡ ʌ d j ə	5	1	1	1
गद्यग्रन्थ	slr54	ɡədjəɡɾʌntʰə	ɡ ə d j ə ɡ ɾ ʌ n tʰ ə	11	1	1	1
गधामा	slr54	ɡədʰaːmaː	ɡ ə dʰ aː m aː	6	1	1	1
गनिनुहुन्छ	slr54	ɡənɪnuhuncʰə	ɡ ə n ɪ n u h u n cʰ ə	11	1	1	1
गनिने	slr54	ɡʌnɪneː	ɡ ʌ n ɪ n eː	6	1	1	1
गन्तब्य	slr54	ɡəntʌbjə	ɡ ə n t ʌ b j ə	8	1	1	1
गन्तव्यले	slr54	ɡəntəwjʌleː	ɡ ə n t ə w j ʌ l eː	10	1	1	1
गन्थीहरूमा	slr54	ɡəntʰɪːhəɾuːmaː	ɡ ə n tʰ ɪː h ə ɾ uː m aː	11	1	1	1
गन्धर्वकी	slr54	ɡəndʰərrwkiː	ɡ ə n dʰ ə r r w k iː	10	1	1	1
गन्धर्वहरू	slr54	ɡəndʰərrwhʌɾuː	ɡ ə n dʰ ə r r w h ʌ ɾ uː	12	1	1	1
गन्धर्वहरूको	slr54	ɡəndʰərrwhʌɾuːkoː	ɡ ə n dʰ ə r r w h ʌ ɾ uː k oː	14	1	1	1
गन्न	slr54	ɡʌnnə	ɡ ʌ n n ə	5	1	1	1
गम	slr54	ɡʌmə	ɡ ʌ m ə	4	1	1	1
गम्पको	slr54	ɡʌmpəkoː	ɡ ʌ m p ə k oː	7	1	1	1
गम्भिर	slr54	ɡʌmbʰɪɾə	ɡ ʌ m bʰ ɪ ɾ ə	7	1	1	1
गम्भीरमान	slr54	ɡəmbʰɪːɾəmaːn	ɡ ə m bʰ ɪː ɾ ə m aː n	10	1	1	1
गयाको	slr54	ɡəjaːkoː	ɡ ə j aː k oː	6	1	1	1
गयौ	slr54	ɡʌjɔː	ɡ ʌ j ɔː	4	1	1	1
गयौँ	slr54	ɡʌjɔ̃	ɡ ʌ j ɔ̃	4	1	1	1
गरकोमा	slr54	ɡəɾəkoːmaː	ɡ ə ɾ ə k oː m aː	8	1	1	1
गरनर्ड	slr54	ɡəɾənʌrrɖə	ɡ ə ɾ ə n ʌ r r ɖ ə	10	1	1	1
गरने	slr54	ɡʌɾəneː	ɡ ʌ ɾ ə n eː	6	1	1	1
गरमीहरूलाई	slr54	ɡəɾəmɪːhəɾuːlaːi	ɡ ə ɾ ə m ɪː h ə ɾ uː l aː i	13	1	1	1
गरवाना	slr54	ɡəɾəwaːnaː	ɡ ə ɾ ə w aː n aː	8	1	1	1
गराइएका	slr54	ɡəɾaːɪʲeːkaː	ɡ ə ɾ aː ɪ eː k aː	8	1	1	1
गराइदिएको	slr54	ɡəɾaːɪdɪʲeːkoː	ɡ ə ɾ aː ɪ d ɪ eː k oː	10	1	1	1
गराइनाका	slr54	ɡəɾaːɪnaːkaː	ɡ ə ɾ aː ɪ n aː k aː	9	1	1	1
गराइन्	slr54	ɡəɾaːɪn	ɡ ə ɾ aː ɪ n	6	1	1	1
गराइरहेको	slr54	ɡəɾaːɪɾəheːkoː	ɡ ə ɾ aː ɪ ɾ ə h eː k oː	11	1	1	1
गराइराख्ने	slr54	ɡəɾaːɪɾaːkʰneː	ɡ ə ɾ aː ɪ ɾ aː kʰ n eː	10	1	1	1
गराउँदछ	slr54	ɡəɾaːũdʌcʰə	ɡ ə ɾ aː ũ d ʌ cʰ ə	9	1	1	1
गराउँदैछु	slr54	ɡəɾaːũdɛːcʰu	ɡ ə ɾ aː ũ d ɛː cʰ u	9	1	1	1
गराउनाले	slr54	ɡəɾaːʊnaːleː	ɡ ə ɾ aː ʊ n aː l eː	9	1	1	1
गराउनुका	slr54	ɡəɾaːʊnukaː	ɡ ə ɾ aː ʊ n u k aː	9	1	1	1
गराउनेछ	slr54	ɡəɾaːʊneːcʰə	ɡ ə ɾ aː ʊ n eː cʰ ə	9	1	1	1
गराएरसमेत	slr54	ɡəɾaːeːɾəsəmeːt	ɡ ə ɾ aː eː ɾ ə s ə m eː t	12	1	1	1
गराऔं	slr54	ɡəɾaːʌʊn	ɡ ə ɾ aː ʌ ʊ n	7	1	1	1
गराने	slr54	ɡəɾaːneː	ɡ ə ɾ aː n eː	6	1	1	1
गरार	slr54	ɡəɾaːɾə	ɡ ə ɾ aː ɾ ə	6	1	1	1
गरिँदा	slr54	ɡəɾĩdaː	ɡ ə ɾ ĩ d aː	6	1	1	1
गरिंदैछ	slr54	ɡəɾɪndɛːcʰə	ɡ ə ɾ ɪ n d ɛː cʰ ə	9	1	1	1
गरिएकोछ	slr54	ɡəɾɪʲeːkoːcʰə	ɡ ə ɾ ɪ eː k oː cʰ ə	9	1	1	1
गरिएता	slr54	ɡəɾɪʲeːtaː	ɡ ə ɾ ɪ eː t aː	7	1	1	1
गरिएमा	slr54	ɡəɾɪʲeːmaː	ɡ ə ɾ ɪ eː m aː	7	1	1	1
गरिदिएछन्	slr54	ɡəɾɪdɪʲeːcʰən	ɡ ə ɾ ɪ d ɪ eː cʰ ə n	10	1	1	1
गरिदिन्छन्	slr54	ɡəɾɪdɪncʰən	ɡ ə ɾ ɪ d ɪ n cʰ ə n	10	1	1	1
गरिनन्	slr54	ɡʌɾɪnən	ɡ ʌ ɾ ɪ n ə n	7	1	1	1
गरिनमा	slr54	ɡʌɾɪnəmaː	ɡ ʌ ɾ ɪ n ə m aː	8	1	1	1
गरिनाले	slr54	ɡəɾɪnaːleː	ɡ ə ɾ ɪ n aː l eː	8	1	1	1
गरिनेछन्	slr54	ɡəɾɪneːcʰən	ɡ ə ɾ ɪ n eː cʰ ə n	9	1	1	1
गरिन्छ।facebook	slr54	ɡəɾɪncʰəfeɪsbʊk	ɡ ə ɾ ɪ n cʰ ə f e ɪ s b ʊ k	14	1	1	1
गरिबलाई	slr54	ɡəɾɪbəlaːi	ɡ ə ɾ ɪ b ə l aː i	9	1	1	1
गरियोस	slr54	ɡəɾɪjoːs	ɡ ə ɾ ɪ j oː s	7	1	1	1
गरिरख्न	slr54	ɡəɾɪɾʌkʰnə	ɡ ə ɾ ɪ ɾ ʌ kʰ n ə	9	1	1	1
गरिररहेका	slr54	ɡəɾɪɾəɾəheːkaː	ɡ ə ɾ ɪ ɾ ə ɾ ə h eː k aː	12	1	1	1
गरिरहन्छौँ	slr54	ɡəɾɪɾəhʌncʰɔ̃	ɡ ə ɾ ɪ ɾ ə h ʌ n cʰ ɔ̃	11	1	1	1
गरिरहन्छौं	slr54	ɡəɾɪɾəhəncʰɔːn	ɡ ə ɾ ɪ ɾ ə h ə n cʰ ɔː n	12	1	1	1
गरिरहन्थे	slr54	ɡəɾɪɾəhʌntʰeː	ɡ ə ɾ ɪ ɾ ə h ʌ n tʰ eː	11	1	1	1
गरिरहिन्	slr54	ɡʌɾɪɾəhɪn	ɡ ʌ ɾ ɪ ɾ ə h ɪ n	9	1	1	1
गरिरही	slr54	ɡʌɾɪɾəhi	ɡ ʌ ɾ ɪ ɾ ə h i	8	1	1	1
गरिरहेकी	slr54	ɡəɾɪɾəheːki	ɡ ə ɾ ɪ ɾ ə h eː k i	10	1	1	1
गरिरहेछन्	slr54	ɡəɾɪɾəheːcʰən	ɡ ə ɾ ɪ ɾ ə h eː cʰ ə n	11	1	1	1
गरिसकिएका	slr54	ɡəɾɪsəkɪʲeːkaː	ɡ ə ɾ ɪ s ə k ɪ eː k aː	11	1	1	1
गरिसकेकि	slr54	ɡəɾɪsəkeːkɪ	ɡ ə ɾ ɪ s ə k eː k ɪ	10	1	1	1
गरिसक्ने	slr54	ɡəɾɪsʌkneː	ɡ ə ɾ ɪ s ʌ k n eː	9	1	1	1
गरिहालिन्	slr54	ɡəɾɪhaːlɪn	ɡ ə ɾ ɪ h aː l ɪ n	9	1	1	1
गरिहाल्छ	slr54	ɡəɾɪhaːlcʰə	ɡ ə ɾ ɪ h aː l cʰ ə	9	1	1	1
गरिहाल्नुहोस्	slr54	ɡəɾɪhaːlnuhoːs	ɡ ə ɾ ɪ h aː l n u h oː s	12	1	1	1
गरीएकोले	slr54	ɡəɾɪːʲeːkoːleː	ɡ ə ɾ ɪː eː k oː l eː	9	1	1	1
गरीदिनुहोस्	slr54	ɡəɾɪːdɪnuhoːs	ɡ ə ɾ ɪː d ɪ n u h oː s	11	1	1	1
गरीबगुरुबालाई	slr54	ɡəɾɪːbəɡuɾubaːlaːi	ɡ ə ɾ ɪː b ə ɡ u ɾ u b aː l aː i	15	1	1	1
गरीबहरूलाई	slr54	ɡəɾɪːbəhəɾuːlaːi	ɡ ə ɾ ɪː b ə h ə ɾ uː l aː i	13	1	1	1
गरीरहेका	slr54	ɡəɾɪːɾəheːkaː	ɡ ə ɾ ɪː ɾ ə h eː k aː	10	1	1	1
गरुड	slr54	ɡʌɾuɖ	ɡ ʌ ɾ u ɖ	5	1	1	1
गरुडको	slr54	ɡʌɾuɖəkoː	ɡ ʌ ɾ u ɖ ə k oː	8	1	1	1
गरूडलाई	slr54	ɡəɾuːɖəlaːi	ɡ ə ɾ uː ɖ ə l aː i	9	1	1	1
गरेँन	slr54	ɡəɾẽn	ɡ ə ɾ ẽ n	5	1	1	1
गरेअनुसार	slr54	ɡəɾeːənusaːɾə	ɡ ə ɾ eː ə n u s aː ɾ ə	11	1	1	1
गरेकाहरूले	slr54	ɡəɾeːkaːhəɾuːleː	ɡ ə ɾ eː k aː h ə ɾ uː l eː	12	1	1	1
गरेझैँ	slr54	ɡəɾeːɟʰɛ̃	ɡ ə ɾ eː ɟʰ ɛ̃	6	1	1	1
गरेता	slr54	ɡəɾeːtaː	ɡ ə ɾ eː t aː	6	1	1	1
गरेतापनि	slr54	ɡəɾeːtaːpənɪ	ɡ ə ɾ eː t aː p ə n ɪ	10	1	1	1
गरेपश्चात्	slr54	ɡəɾeːpəʃʃcaːt	ɡ ə ɾ eː p ə ʃ ʃ c aː t	11	1	1	1
गरेबाट	slr54	ɡəɾeːbaːʈ	ɡ ə ɾ eː b aː ʈ	7	1	1	1
गरोपीधिक	slr54	ɡəɾoːpɪːdʰɪkə	ɡ ə ɾ oː p ɪː dʰ ɪ k ə	10	1	1	1
गर्गबाट	slr54	ɡərrɡəbaːʈ	ɡ ə r r ɡ ə b aː ʈ	9	1	1	1
गर्छ्	slr54	ɡʌrrcʰ	ɡ ʌ r r cʰ	5	1	1	1
गर्जा	slr54	ɡʌrrɟaː	ɡ ʌ r r ɟ aː	6	1	1	1
गर्तङ	slr54	ɡʌrrtəŋ	ɡ ʌ r r t ə ŋ	7	1	1	1
गर्तङखोला	slr54	ɡərrtəŋəkʰoːlaː	ɡ ə r r t ə ŋ ə kʰ oː l aː	12	1	1	1
गर्तौलाले	slr54	ɡərrtɔːlaːleː	ɡ ə r r t ɔː l aː l eː	10	1	1	1
गर्दछ२०६१	slr54	ɡʌrrdəcʰə duːiː həzaːɾə eːkasəʈʈʰiː	ɡ ʌ r r d ə cʰ ə d uː iː h ə z aː ɾ ə eː k a s ə ʈ ʈʰ iː	25	1	1	1
गर्दथिए	slr54	ɡʌrrdətʰɪʲeː	ɡ ʌ r r d ə tʰ ɪ eː	9	1	1	1
गर्देन	slr54	ɡərrdeːn	ɡ ə r r d eː n	7	1	1	1
गर्दैआएका	slr54	ɡərrdɛːaːeːkaː	ɡ ə r r d ɛː aː eː k aː	10	1	1	1
गर्दैहुनुहुन्छ	slr54	ɡərrdɛːhunuhuncʰə	ɡ ə r r d ɛː h u n u h u n cʰ ə	15	1	1	1
गर्नमै	slr54	ɡʌrrnəmɛː	ɡ ʌ r r n ə m ɛː	8	1	1	1
गर्नाका	slr54	ɡərrnaːkaː	ɡ ə r r n aː k aː	8	1	1	1
गर्नुअगावै	slr54	ɡərrnuəɡaːwɛː	ɡ ə r r n u ə ɡ aː w ɛː	11	1	1	1
गर्नुपदर्छ	slr54	ɡərrnupədʌrrcʰə	ɡ ə r r n u p ə d ʌ r r cʰ ə	14	1	1	1
गर्नुपरेमा	slr54	ɡərrnupəɾeːmaː	ɡ ə r r n u p ə ɾ eː m aː	12	1	1	1
गर्नुले	slr54	ɡʌrrnuleː	ɡ ʌ r r n u l eː	8	1	1	1
गर्नुहुने	slr54	ɡʌrrnuhuneː	ɡ ʌ r r n u h u n eː	10	1	1	1
गर्नुहोस	slr54	ɡərrnuhoːs	ɡ ə r r n u h oː s	9	1	1	1
गर्नेछैन	slr54	ɡərrneːcʰɛːnə	ɡ ə r r n eː cʰ ɛː n ə	10	1	1	1
गर्नेछौ	slr54	ɡərrneːcʰɔː	ɡ ə r r n eː cʰ ɔː	8	1	1	1
गर्नेतर्फ	slr54	ɡərrneːtʌrrpʰə	ɡ ə r r n eː t ʌ r r pʰ ə	12	1	1	1
गर्नेतिर	slr54	ɡərrneːtɪɾə	ɡ ə r r n eː t ɪ ɾ ə	10	1	1	1
गर्नेवाला	slr54	ɡərrneːwaːlaː	ɡ ə r r n eː w aː l aː	10	1	1	1
गर्नेहरुका	slr54	ɡərrneːhəɾukaː	ɡ ə r r n eː h ə ɾ u k aː	12	1	1	1
गर्नेहरुको	slr54	ɡərrneːhəɾukoː	ɡ ə r r n eː h ə ɾ u k oː	12	1	1	1
गर्भगृह	slr54	ɡərrbʰəɡɾɪhə	ɡ ə r r bʰ ə ɡ ɾ ɪ h ə	11	1	1	1
गर्भगृहमा	slr54	ɡərrbʰəɡɾɪhəmaː	ɡ ə r r bʰ ə ɡ ɾ ɪ h ə m aː	13	1	1	1
गर्भपात	slr54	ɡərrbʰəpaːt	ɡ ə r r bʰ ə p aː t	9	1	1	1
गर्भावस्था	slr54	ɡərrbʰaːwʌstʰaː	ɡ ə r r bʰ aː w ʌ s tʰ aː	11	1	1	1
गर्भाशयमा	slr54	ɡərrbʰaːʃəjəmaː	ɡ ə r r bʰ aː ʃ ə j ə m aː	12	1	1	1
गर्म	slr54	ɡʌrrmə	ɡ ʌ r r m ə	6	1	1	1
गर्मसिद्धान्तलाई	slr54	ɡərrməsɪdːdʰaːntəlaːi	ɡ ə r r m ə s ɪ dː dʰ aː n t ə l aː i	17	1	1	1
गर्महरूमा	slr54	ɡərrməhəɾuːmaː	ɡ ə r r m ə h ə ɾ uː m aː	12	1	1	1
गर्मिहरू	slr54	ɡʌrrmɪhəɾuː	ɡ ʌ r r m ɪ h ə ɾ uː	10	1	1	1
गर्मिहरूको	slr54	ɡərrmɪhəɾuːkoː	ɡ ə r r m ɪ h ə ɾ uː k oː	12	1	1	1
गर्मीऋतु	slr54	ɡərrmɪːɾɪtu	ɡ ə r r m ɪː ɾ ɪ t u	10	1	1	1
गर्मीमा	slr54	ɡərrmɪːmaː	ɡ ə r r m ɪː m aː	8	1	1	1
गर्योको	slr54	ɡərrjoːkoː	ɡ ə r r j oː k oː	8	1	1	1
गर्यौ	slr54	ɡʌrrjɔː	ɡ ʌ r r j ɔː	6	1	1	1
