word	rank	similar_word	dist	ipa	freq	n_utts
पढ्नुभन्दा	2	पढ्नुभएको	0.0667	pəɖʰnubʰəeːkoː	3	3
पढ्नुभन्दा	3	पाउनेभन्दा	0.0771	paːʊneːbʰʌndaː	2	2
पढ्नुभन्दा	4	पद्मकन्या	0.0875	pədməkʌnjaː	5	5
पढ्नुभन्दा	5	पाएकोभन्दा	0.0917	paːeːkoːbʰʌndaː	1	1
पति	1	पटि	0.0104	pʌʈɪ	5	5
पति	2	पटी	0.0208	pʌʈi	2	2
पति	3	पनि	0.0312	pʌnɪ	4944	4941
पति	4	पढि	0.0312	pʌɖʰɪ	1	1
पति	5	पाटी	0.0417	paːʈi	21	21
पत्रकारमाझ	1	पत्रकारलाई	0.0399	pətɾəkaːɾəlaːi	2	2
पत्रकारमाझ	2	पितृहरूबाट	0.0747	pɪtɾɪhəɾuːbaːʈ	2	2
पत्रकारमाझ	3	पात्रहरूबीच	0.0764	paːtɾəhəɾuːbɪːc	1	1
पत्रकारमाझ	4	पत्रहरूलाई	0.0781	pətɾəhəɾuːlaːi	1	1
पत्रकारमाझ	5	पात्रहरूलाई	0.0885	paːtɾəhəɾuːlaːi	4	4
पथमा	1	पदमा	0.0139	pʌdəmaː	29	29
पथमा	2	पातमा	0.0208	paːtəmaː	7	7
पथमा	3	पाठमा	0.0208	paːʈʰəmaː	2	2
पथमा	4	पेटमा	0.0278	peːʈəmaː	19	19
पथमा	5	पटना	0.0312	pʌʈənaː	46	46
पदवी	1	पडाव	0.0556	pəɖaːwə	3	3
पदवी	2	परेवा	0.066	pəɾeːwaː	12	12
पदवी	3	पदको	0.0694	pʌdəkoː	17	17
पदवी	4	पदका	0.0694	pʌdəkaː	5	5
पदवी	5	पदिय	0.0694	pʌdɪjə	1	1
पद्धतिमा	1	पद्धतिका	0.0324	pʌdːdʰətɪkaː	2	2
पद्धतिमा	2	पद्धतिको	0.0417	pʌdːdʰətɪkoː	3	3
पद्धतिमा	3	पत्थरमा	0.044	pʌttʰəɾəmaː	6	6
पद्धतिमा	4	पत्थरिलो	0.0694	pʌttʰəɾɪloː	2	2
पद्धतिमा	5	पुस्तकमा	0.0718	pustəkəmaː	23	23
पन्चकोशी	1	पञ्चकोशी	0.0162	pəɲcəkoːʃi	1	1
पन्चकोशी	2	पञ्चकोसी	0.0255	pəɲcəkoːsi	2	2
पन्चकोशी	3	पन्चबली	0.0694	pʌncəbəli	1	1
पन्चकोशी	4	पञ्चकुले	0.0718	pʌɲcəkuleː	4	4
पन्चकोशी	5	पंचपदी	0.0764	pʌɲcəpədi	1	1
पप्पी	1	पट्टी	0.0583	pʌʈʈiː	12	12
पप्पी	2	पत्तै	0.0583	pʌttɛː	4	4
पप्पी	3	पम्फा	0.0583	pʌmpʰaː	1	1
पप्पी	4	पेप्सी	0.0625	peːpsi	2	2
पप्पी	5	पत्ता	0.0667	pʌttaː	60	60
परब्रह्म	1	परित्यक्त	0.0833	pəɾɪtːjʌktə	1	1
परब्रह्म	2	परिभ्रमण	0.1	pəɾɪbʰɾəməɳ	2	2
परब्रह्म	3	परदेशमा	0.1042	pəɾədeːʃəmaː	2	2
परब्रह्म	4	पद्मरत्न	0.1062	pədməɾʌtnə	2	2
परब्रह्म	5	परिमाणमा	0.1083	pəɾɪmaːɳəmaː	1	1
परम्पराबाट	1	परम्परागत	0.0278	pəɾəmpəɾaːɡət	90	90
परम्पराबाट	2	परम्पारागत	0.0382	pəɾəmpaːɾaːɡət	1	1
परम्पराबाट	3	परम्परगत	0.0417	pəɾʌmpəɾəɡət	3	3
परम्पराबाट	4	परम्परालाई	0.0486	pəɾəmpəɾaːlaːi	8	8
परम्पराबाट	5	पुरस्कारबाट	0.0747	puɾəskaːɾəbaːʈ	5	5
पराउँदा	1	पढाउँदा	0.0327	pəɖʰaːũdaː	1	1
पराउँदा	2	पराउने	0.0417	pəɾaːʊneː	3	3
पराउँदा	3	पकाउँदा	0.0476	pəkaːũdaː	7	7
पराउँदा	4	पढाउँथे	0.0565	pəɖʰaːũtʰeː	5	5
पराउँदा	5	पठाउँदै	0.0565	pəʈʰaːũdɛː	2	2
परासीमा	1	पनौतीमा	0.0443	pənɔːtɪːmaː	5	5
परासीमा	2	परेलमा	0.0469	pəɾeːləmaː	1	1
परासीमा	3	परासीकै	0.0521	pəɾaːsɪːkɛː	1	1
परासीमा	4	पेरिसमा	0.0573	peːɾɪsəmaː	4	4
परासीमा	5	परेकोमा	0.0651	pəɾeːkoːmaː	3	3
परित्याग	1	परित्यागी	0.1019	pəɾɪtːjaːɡi	2	2
परित्याग	2	पदच्युत	0.1068	pədʌcːjut	2	2
परित्याग	3	परीक्षण	0.1094	pəɾɪːkʂəɳ	34	34
परित्याग	4	परिचय	0.112	pʌɾɪcəjə	89	89
परित्याग	5	परिपक्व	0.112	pəɾɪpʌkw	2	2
परिमार्जनपछि	1	परिवर्तनसँगै	0.0703	pəɾɪwərrtənəʃʌ̃ɡɛː	2	2
परिमार्जनपछि	2	परिवर्तनहरू	0.082	pəɾɪwʌrrtənəhəɾuː	14	14
परिमार्जनपछि	3	प्रदर्शनपछि	0.0938	pɾədʌrrʃənəpəcʰɪ	4	4
परिमार्जनपछि	4	पर्यावरणमाथि	0.1146	pərrjaːwəɾəɳəmaːtʰɪ	2	2
परिमार्जनपछि	5	परवर्तिहरूका	0.1146	pəɾəwərrtɪhəɾuːkaː	1	1
परिवारको	1	परिवारका	0.0083	pəɾɪwaːɾəkaː	12	12
परिवारको	2	परिवारकै	0.0125	pəɾɪwaːɾəkɛː	2	2
परिवारको	3	पारिवारिक	0.0333	paːɾɪwaːɾɪkə	24	24
परिवारको	4	परिवेशको	0.0354	pəɾɪweːʃəkoː	5	5
परिवारको	5	परिवारमा	0.0375	pəɾɪwaːɾəmaː	72	72
परिसर	1	परपर	0.0339	pʌɾəpəɾə	4	4
परिसर	2	पराशर	0.0417	pəɾaːʃəɾə	3	3
परिसर	3	पारसले	0.0495	paːɾəsəleː	3	3
परिसर	4	पडसरी	0.0495	pʌɖəsəɾi	1	1
परिसर	5	परिचय	0.0547	pʌɾɪcəjə	89	89
परेका	1	परेको	0.0139	pəɾeːkoː	140	140
परेका	2	पारेका	0.0208	paːɾeːkaː	11	11
परेका	3	पसेका	0.0312	pəseːkaː	3	3
परेका	4	पारेको	0.0347	paːɾeːkoː	31	31
परेका	5	परेछ	0.0347	pəɾeːcʰə	4	4
पर्चा	1	पर्च	0.0208	pʌrrcə	8	8
पर्चा	2	पर्छे	0.0208	pʌrrcʰeː	1	1
पर्चा	3	पर्छ	0.0278	pʌrrcʰə	274	274
पर्चा	4	पर्दा	0.0312	pʌrrdaː	23	23
पर्चा	5	पुर्खा	0.0347	purrkʰaː	3	3
पर्नुभयो	1	पूर्णतया	0.0667	puːrrɳətəjaː	10	10
पर्नुभयो	2	पर्नेगरी	0.0792	pərrneːɡəɾiː	2	2
पर्नुभयो	3	पूर्णिमाको	0.0854	puːrrɳɪmaːkoː	16	16
पर्नुभयो	4	परिणामको	0.0896	pəɾɪɳaːməkoː	3	3
पर्नुभयो	5	पोर्टलको	0.0896	poːrrʈələkoː	3	3
पर्याय	1	पुर्यायो	0.0365	purrjaːjoː	3	3
पर्याय	2	पर्वाह	0.0365	pərrwaːhə	1	1
पर्याय	3	परियार	0.0573	pəɾɪjaːɾə	6	6
पर्याय	4	पूर्वीय	0.0625	puːrrwɪːjə	30	30
पर्याय	5	पर्चाको	0.0625	pərrcaːkoː	1	1
पर्वहरूमध्ये	1	पात्रहरूमध्ये	0.0402	paːtɾəhəɾuːmədʰjeː	1	1
पर्वहरूमध्ये	2	पत्नीहरूमध्ये	0.0476	pətnɪːhəɾuːmʌdʰjeː	2	2
पर्वहरूमध्ये	3	पात्रहरूजस्तै	0.0923	paːtɾəhəɾuːɟəstɛː	2	2
पर्वहरूमध्ये	4	परिवारमध्ये	0.1042	pəɾɪwaːɾəmədʰjeː	3	3
पर्वहरूमध्ये	5	पत्रहरूद्वारा	0.1146	pətɾəhəɾuːdːwaːɾaː	1	1
पल्टाएर	1	पड्काएर	0.0391	pəɖkaːeːɾə	2	2
पल्टाएर	2	पल्हाउने	0.0833	pəlhaːʊneː	2	2
पल्टाएर	3	पोल्स्मोर	0.0885	poːlsmoːɾə	4	4
पल्टाएर	4	पग्लिएर	0.0911	pəɡlɪʲeːɾə	2	2
पल्टाएर	5	परियार	0.099	pəɾɪjaːɾə	6	6
पशुबाट	1	पशुबध	0.0417	pʌʃubədʰ	1	1
पशुबाट	2	पाशुपत	0.0476	paːʃupət	4	4
पशुबाट	3	पदबाट	0.0536	pədəbaːʈ	12	12
पशुबाट	4	पिठोबाट	0.0536	pɪʈʰoːbaːʈ	4	4
पशुबाट	5	पैसाबाट	0.0536	pɛːsaːbaːʈ	3	3
पसलका	1	पसलको	0.0104	pʌsələkoː	1	1
पसलका	2	पसलमा	0.0365	pʌsələmaː	4	4
पसलका	3	पतनको	0.0365	pʌtənəkoː	2	2
पसलका	4	पाटनका	0.0417	paːʈənəkaː	3	3
पसलका	5	पुतलीका	0.0417	putəlɪːkaː	2	2
पहलुहरूलाई	1	पाठकहरूलाई	0.0673	paːʈʰəkəhəɾuːlaːi	1	1
पहलुहरूलाई	2	पारखिहरूलाई	0.0721	paːɾəkʰɪhəɾuːlaːi	1	1
पहलुहरूलाई	3	पुरुषहरूलाई	0.0737	puɾuʂəhəɾuːlaːi	2	2
पहलुहरूलाई	4	पारखीहरूलाई	0.0753	paːɾəkʰɪːhəɾuːlaːi	2	2
पहलुहरूलाई	5	पुरूषहरूलाई	0.0769	puɾuːʂəhəɾuːlaːi	1	1
पहिली	1	पहिले	0.0069	pʌhɪleː	280	275
पहिली	2	पहिलै	0.0139	pʌhɪlɛː	3	3
पहिली	3	पहिलो	0.0208	pʌhɪloː	559	558
पहिली	4	पहिला	0.0208	pʌhɪlaː	80	77
पहिली	5	पहले	0.0208	pʌhəleː	4	4
पाँचखाल	1	पाँचपाँच	0.0863	pãcʌpãc	6	6
पाँचखाल	2	पहिचान	0.0893	pəhɪcaːn	57	57
पाँचखाल	3	पकवान	0.0893	pəkəwaːn	5	5
पाँचखाल	4	पतझड	0.0923	pʌtəɟʰəɖ	10	10
पाँचखाल	5	पौडवाल	0.0982	pɔːɖəwaːl	2	2
पाइने	1	पाउने	0.0167	paːʊneː	84	84
पाइने	2	पाउनै	0.025	paːʊnɛː	1	1
पाइने	3	पाइला	0.0417	paːɪlaː	11	11
पाइने	4	पाइनु	0.0417	paːɪnu	7	7
पाइने	5	पाइलो	0.0417	paːɪloː	2	2
पाउँदुर	1	पाउडर	0.0476	paːʊɖəɾə	6	6
पाउँदुर	2	पाउतिर	0.0476	paːʊtɪɾə	2	2
पाउँदुर	3	पाउँदैन	0.0565	paːũdɛːnə	11	11
पाउँदुर	4	पिउँटर	0.0595	pɪʲũʈʌɾə	2	2
पाउँदुर	5	पाइँदैन	0.0744	paːĩdɛːnə	21	21
पाउरोटीमा	1	पाइरहने	0.0787	paːɪɾəhəneː	1	1
पाउरोटीमा	2	पाइलटका	0.081	paːɪləʈəkaː	1	1
पाउरोटीमा	3	पाइरहेका	0.0856	paːɪɾəheːkaː	4	4
पाउरोटीमा	4	पाइलटको	0.0903	paːɪləʈəkoː	1	1
पाउरोटीमा	5	प्रजातिमा	0.0926	pɾəɟaːtɪmaː	5	5
पाको	1	पाखो	0.0104	paːkʰoː	2	2
पाको	2	पोको	0.0208	poːkoː	9	9
पाको	3	पाके	0.0208	paːkeː	2	2
पाको	4	पाका	0.0208	paːkaː	1	1
पाको	5	पाखा	0.0312	paːkʰaː	14	14
पाटकर	1	पतझर	0.0312	pʌtəɟʰəɾə	4	4
पाटकर	2	पाठकले	0.0339	paːʈʰəkəleː	2	2
पाटकर	3	पातहरू	0.0469	paːtəhəɾuː	12	12
पाटकर	4	पाठहरू	0.0469	paːʈʰəhəɾuː	5	5
पाटकर	5	पेटकैले	0.0495	peːʈəkɛːleː	1	1
पाठकले	1	पेटकैले	0.026	peːʈəkɛːleː	1	1
पाठकले	2	पाटकर	0.0339	paːʈəkəɾə	2	2
पाठकले	3	पटखौली	0.0469	pəʈəkʰɔːli	2	2
पाठकले	4	पाठहरू	0.0495	paːʈʰəhəɾuː	5	5
पाठकले	5	पटकथा	0.0521	pʌʈəkətʰaː	8	8
पाण्डवराज	1	पाण्डवलाई	0.0354	paːɳɖəwəlaːiː	1	1
पाण्डवराज	2	पञ्जिकरण	0.0896	pʌɲɟɪkəɾəɳ	3	3
पाण्डवराज	3	पण्डितलाई	0.0958	pəɳɖɪtəlaːi	1	1
पाण्डवराज	4	पुस्तकलाई	0.1125	pustəkəlaːi	2	2
पाण्डवराज	5	पल्सरलाई	0.1125	pəlsəɾəlaːi	1	1
पातहरूलाई	1	पाटाहरूलाई	0.0152	paːʈaːhəɾuːlaːi	1	1
पातहरूलाई	2	पापीहरूलाई	0.0208	paːpɪːhəɾuːlaːi	2	2
पातहरूलाई	3	पोथीहरूलाई	0.0227	poːtʰɪːhəɾuːlaːi	1	1
पातहरूलाई	4	पलहरुलाई	0.0303	pələhəɾulaːi	1	1
पातहरूलाई	5	पातहरूसँग	0.0568	paːtəhəɾuːʃʌ̃ɡ	1	1
पानीको	1	पानीका	0.0139	paːnɪːkaː	3	3
पानीको	2	पानको	0.0208	paːnəkoː	1	1
पानीको	3	पाटीको	0.0278	paːʈɪːkoː	6	6
पानीको	4	पानाको	0.0278	paːnaːkoː	2	2
पानीको	5	पालेको	0.0347	paːleːkoː	2	2
पायलट	1	परिणत	0.0863	pʌɾɪɳət	29	29
पायलट	2	पहिरन	0.0863	pʌhɪɾən	21	21
पायलट	3	परणित	0.0863	pʌɾəɳɪt	1	1
पायलट	4	पाङलुङ	0.0863	paːŋəluŋ	1	1
पायलट	5	पगनाथ	0.0893	pəɡənaːtʰ	2	2
पारिजातका	1	परिचितका	0.0333	pʌɾɪcɪtəkaː	3	3
पारिजातका	2	परिचालक	0.0458	pəɾɪcaːləkə	2	2
पारिजातका	3	परिपाटीका	0.0458	pəɾɪpaːʈɪːkaː	2	2
पारिजातका	4	परिपाटिको	0.05	pəɾɪpaːʈɪkoː	2	2
पारिजातका	5	पारिभाषिक	0.05	paːɾɪbʰaːʂɪkə	2	2
पार्किन्सन्स	1	पूर्वीक्षेत्र	0.1007	puːrrwɪːkʂeːtɾə	1	1
पार्किन्सन्स	2	पर्णवृन्त	0.1042	pərrɳəwɾɪntə	1	1
पार्किन्सन्स	3	परिसम्पत्ति	0.1094	pəɾɪsəmpʌttɪ	2	2
पार्किन्सन्स	4	पर्किन्सले	0.1128	pərrkɪnsəleː	3	3
पार्किन्सन्स	5	पब्लिकेसन्स	0.1146	pəblɪkeːsʌnsə	2	2
पार्न	1	पर्न	0.0139	pʌrrnə	12	12
पार्न	2	पोर्न	0.0139	poːrrnə	1	1
पार्न	3	पार्ने	0.0208	paːrrneː	27	27
पार्न	4	पर्ण	0.0243	pʌrrɳə	1	1
पार्न	5	पार्दै	0.0278	paːrrdɛː	4	4
पालित	1	पारित	0.0208	paːɾɪt	35	35
पालित	2	पालन	0.0417	paːlən	32	32
पालित	3	पारस	0.0542	paːɾəs	9	9
पालित	4	पेरिस	0.0542	peːɾɪs	8	8
पालित	5	परिस्	0.0542	pʌɾɪs	3	3
पाश्चात्य	1	पश्चाताप	0.0833	pəʃʃcaːtaːp	1	1
पाश्चात्य	2	पार्थक्य	0.1111	paːrrtʰʌkːjə	1	1
पाश्चात्य	3	पातकाण्ड	0.1134	paːtəkaːɳɖə	3	3
पाश्चात्य	4	पाँचकन्या	0.1204	pãcʌkənjaː	1	1
पाश्चात्य	5	पर्दथ्यो	0.1273	pərrdʌtʰjoː	15	15
पिउनुपर्छ	1	पाउनुपर्छ	0.0189	paːʊnupʌrrcʰə	4	4
पिउनुपर्छ	2	पुग्नुपर्ने	0.0777	puɡnupʌrrneː	3	3
पिउनुपर्छ	3	प्रतिसर्ग	0.0852	pɾətɪsʌrrɡə	3	3
पिउनुपर्छ	4	पाउनुहुनेछ	0.089	paːʊnuhuneːcʰə	6	6
पिउनुपर्छ	5	पूर्वतर्फ	0.0909	puːrrwtʌrrpʰə	12	12
पिठोको	1	पिडोको	0.0139	pɪɖoːkoː	3	3
पिठोको	2	पिताको	0.0278	pɪtaːkoː	35	35
पिठोको	3	पीठको	0.0278	pɪːʈʰəkoː	5	5
पिठोको	4	पठाको	0.0278	pəʈʰaːkoː	1	1
पिठोको	5	पढेको	0.0347	pəɖʰeːkoː	10	10
पितासँग	1	पीढीसँग	0.0476	pɪːɖʰɪːʃʌ̃ɡ	1	1
पितासँग	2	पेमासँग	0.0506	peːmaːʃʌ̃ɡ	1	1
पितासँग	3	पालोसँग	0.0655	paːloːʃʌ̃ɡ	1	1
पितासँग	4	पानीसँग	0.0714	paːnɪːʃʌ̃ɡ	17	17
पितासँग	5	पालैसँग	0.0714	paːlɛːʃʌ̃ɡ	3	3
पिपल	1	पीपल	0.0083	pɪːpəl	2	2
पिपल	2	पिपुल	0.0333	pɪpul	4	4
पिपल	3	पैदल	0.0458	pɛːdəl	18	18
पिपल	4	पिजन	0.0583	pɪɟən	3	3
पिपल	5	पसल	0.0625	pʌsəl	23	23
पिसिओ	1	पस्यो	0.0417	pʌsjoː	4	4
पिसिओ	2	पस्यौ	0.05	pʌsjɔː	1	1
पिसिओ	3	पस्यौँ	0.0667	pʌsjɔ̃	1	1
पिसिओ	4	पिजिए	0.0708	pɪɟɪʲeː	16	16
पिसिओ	5	पढ्यो	0.0833	pʌɖʰjoː	2	2
पीतोदर	1	पतझर	0.0599	pʌtəɟʰəɾə	4	4
पीतोदर	2	पेटभरि	0.0599	peːʈəbʰəɾɪ	1	1
पीतोदर	3	पपुलर	0.0651	pʌpuləɾə	3	3
पीतोदर	4	पितलले	0.0651	pɪtələleː	2	2
पीतोदर	5	पीताम्वर	0.0651	pɪːtaːmwɾʌ	2	2
पुग्छन्	1	पुग्छन	0.0	puɡcʰən	1	1
पुग्छन्	2	पुग्छौं	0.0139	puɡcʰɔːn	4	4
पुग्छन्	3	पढ्छन्	0.0521	pʌɖʰcʰən	2	2
पुग्छन्	4	पस्छन्	0.0729	pʌscʰən	2	2
पुग्छन्	5	पाउछन्	0.0764	paːʊcʰən	3	3
पुजाआजा	1	पूजाआजा	0.006	puːɟaːaːɟaː	58	58
पुजाआजा	2	पूजाआदि	0.0565	puːɟaːaːdɪ	1	1
पुजाआजा	3	पकाएको	0.0714	pəkaːeːkoː	5	5
पुजाआजा	4	पुगिएको	0.0714	puɡɪʲeːkoː	3	3
पुजाआजा	5	पठाएका	0.0744	pəʈʰaːeːkaː	13	13
पुत्रमान	1	पुत्रलाई	0.0677	putɾəlaːi	2	2
पुत्रमान	2	पुष्पबाण	0.0703	puʂpəbaːɳ	1	1
पुत्रमान	3	पुग्दैनन्	0.0859	puɡdɛːnən	4	4
पुत्रमान	4	पूर्वबाट	0.0859	puːrrwbaːʈ	4	4
पुत्रमान	5	पिण्डदान	0.0911	pɪɳɖədaːn	14	14
पुनर्जन्ममा	1	पुनर्स्थापना	0.0994	punərrstʰaːpənaː	16	16
पुनर्जन्ममा	2	पुनरागमनमा	0.1101	punəɾaːɡəmənəmaː	1	1
पुनर्जन्ममा	3	पुनरीक्षणका	0.1122	punəɾɪːkʂəɳəkaː	1	1
पुनर्जन्ममा	4	पुनर्जागरण	0.1234	punərrɟaːɡəɾəɳ	1	1
पुनर्जन्ममा	5	पुनर्गठनको	0.1235	punʌrrɡəʈʰənəkoː	1	1
पुरस्कारसहित	1	पुरस्कारद्वारा	0.0938	puɾəskaːɾədːwaːɾaː	2	2
पुरस्कारसहित	2	परिवारसहित	0.1027	pəɾɪwaːɾəsəhɪt	3	3
पुरस्कारसहित	3	पुरस्कारहरू	0.1161	puɾəskaːɾəhəɾuː	7	7
पुरस्कारसहित	4	पुनःनामाकरण	0.1324	punəhnaːmaːkəɾəɳ	4	4
पुरस्कारसहित	5	पुगुन्जेलसम्म	0.1339	puɡunɟeːləsʌmmə	2	2
पुरुषको	1	पुरूषको	0.0052	puɾuːʂəkoː	2	2
पुरुषको	2	पुलिसको	0.0391	pulɪsəkoː	1	1
पुरुषको	3	पेरिसको	0.0521	peːɾɪsəkoː	8	8
पुरुषको	4	पुराणको	0.0547	puɾaːɳəkoː	7	7
पुरुषको	5	पुरुषले	0.0547	puɾuʂəleː	2	2
पुर्खामा	1	पुर्खाका	0.0365	purrkʰaːkaː	2	2
पुर्खामा	2	पुर्खाले	0.0391	purrkʰaːleː	2	2
पुर्खामा	3	पार्कमा	0.0469	paːrrkəmaː	4	4
पुर्खामा	4	पुर्खाको	0.0469	purrkʰaːkoː	1	1
पुर्खामा	5	पर्दामा	0.0547	pərrdaːmaː	9	9
पुलतीको	1	पुलिसको	0.0365	pulɪsəkoː	1	1
पुलतीको	2	पनौतीको	0.0469	pənɔːtɪːkoː	8	8
पुलतीको	3	पुतलीका	0.0521	putəlɪːkaː	2	2
पुलतीको	4	पुलचोक	0.0547	puləcoːkə	1	1
पुलतीको	5	पनौतीका	0.0573	pənɔːtɪːkaː	8	8
पुष्पराजलाई	1	पण्डितजीलाई	0.092	pəɳɖɪtəɟɪːlaːi	1	1
पुष्पराजलाई	2	पत्रकारलाई	0.0972	pətɾəkaːɾəlaːi	2	2
पुष्पराजलाई	3	पुत्रहरूलाई	0.1042	putɾəhəɾuːlaːi	2	2
पुष्पराजलाई	4	पुष्पलालले	0.1146	puʂpəlaːləleː	3	3
पुष्पराजलाई	5	पेन्टागनलाई	0.1146	peːnʈaːɡənəlaːi	1	1
पुस्तकालयहरूलाई	1	पुस्तकालयहरूमा	0.0637	pustəkaːləjəhəɾuːmaː	4	4
पुस्तकालयहरूलाई	2	पत्रकारहरूमध्ये	0.1157	pətɾəkaːɾəhəɾuːmʌdʰjeː	2	2
पुस्तकालयहरूलाई	3	पर्यटकहरूलाई	0.1204	pərrjəʈəkəhəɾuːlaːi	6	6
पुस्तकालयहरूलाई	4	पर्यटकहरुलाई	0.1227	pərrjəʈəkəhəɾulaːi	2	2
पुस्तकालयहरूलाई	5	परियोजनाहरूलाई	0.1296	pəɾɪjoːɟənaːhəɾuːlaːi	1	1
पूजारी	1	पुजारी	0.0069	puɟaːɾi	10	10
पूजारी	2	पूजाले	0.0312	puːɟaːleː	3	3
पूजारी	3	पुकार	0.0417	pukaːɾə	3	3
पूजारी	4	पुजेर	0.0417	puɟeːɾə	1	1
पूजारी	5	पुगेर	0.0486	puɡeːɾə	32	32
पूर्णिमादेखि	1	पूर्णिमापछि	0.026	puːrrɳɪmaːpəcʰɪ	3	3
पूर्णिमादेखि	2	पार्टीमाथिको	0.0677	paːrrʈɪːmaːtʰɪkoː	1	1
पूर्णिमादेखि	3	परिणामपछि	0.092	pəɾɪɳaːməpəcʰɪ	1	1
पूर्णिमादेखि	4	पार्टनरका	0.0955	paːrrʈənəɾəkaː	1	1
पूर्णिमादेखि	5	पुराणवाचक	0.099	puɾaːɳəwaːcəkə	4	4
पूर्वभेव	1	पूर्वदेखि	0.0579	puːrrwdeːkʰɪ	14	14
पूर्वभेव	2	पर्वतीय	0.0671	pərrwtɪːjə	9	9
पूर्वभेव	3	पूर्वतिर	0.0718	puːrrwtɪɾə	19	19
पूर्वभेव	4	पूर्वकारी	0.088	puːrrwkaːɾi	2	2
पूर्वभेव	5	पर्वपछि	0.088	pərrwpʌcʰɪ	1	1
पृथु	1	प्रिती	0.0333	pɾɪti	3	3
पृथु	2	प्रभु	0.0542	pɾʌbʰu	4	4
पृथु	3	प्रति	0.0667	pɾʌtɪ	148	148
पृथु	4	प्रथा	0.0667	pɾʌtʰaː	37	37
पृथु	5	प्रमु	0.0792	pɾʌmu	1	1
पृष्ठहरू	1	प्रश्नहरू	0.0375	pɾʌʃnəhəɾuː	1	1
पृष्ठहरू	2	प्रान्तहरू	0.0542	pɾaːntəhəɾuː	3	3
पृष्ठहरू	3	प्रस्थापना	0.0813	pɾəstʰaːpənaː	2	2
पृष्ठहरू	4	प्रस्तावना	0.0854	pɾəstaːwənaː	4	4
पृष्ठहरू	5	पृष्ठभूमी	0.0875	pɾɪʂʈʰəbʰuːmiː	1	1
पेत्रा	1	पोथ्रा	0.025	poːtʰɾaː	12	12
पेत्रा	2	पेद्रो	0.025	peːdɾoː	2	2
पेत्रा	3	पात्रो	0.0333	paːtɾoː	3	3
पेत्रा	4	पत्र	0.0417	pʌtɾə	53	51
पेत्रा	5	पात्र	0.0417	paːtɾə	42	42
पेरियोडिक	1	पारिवारिक	0.0479	paːɾɪwaːɾɪkə	24	24
पेरियोडिक	2	पर्यटक	0.0583	pʌrrjəʈəkə	31	31
पेरियोडिक	3	पारिभाषिक	0.0583	paːɾɪbʰaːʂɪkə	2	2
पेरियोडिक	4	पारिजातका	0.0583	paːɾɪɟaːtəkaː	1	1
पेरियोडिक	5	पारलौकिक	0.0625	paːɾəlɔːkɪkə	4	4
पैटरसनको	1	पैटरसनले	0.0365	pɛːʈəɾəsənəleː	1	1
पैटरसनको	2	पियर्सनको	0.0573	pɪjʌrrsənəkoː	1	1
पैटरसनको	3	पिपलटारका	0.0677	pɪpələʈaːɾəkaː	1	1
पैटरसनको	4	पिपलकोटको	0.0747	pɪpələkoːʈəkoː	1	1
पैटरसनको	5	पटकपटक	0.0781	pʌʈəkəpəʈəkə	24	24
पोखरभिन्डा	1	पोखरभिण्डी	0.0208	poːkʰəɾəbʰɪɳɖi	1	1
पोखरभिन्डा	2	पहिलेभन्दा	0.0701	pəhɪleːbʰʌndaː	1	1
पोखरभिन्डा	3	पेरिसभन्दा	0.0814	peːɾɪsəbʰʌndaː	2	2
पोखरभिन्डा	4	पहिलोपल्ट	0.1004	pəhɪloːpʌlʈə	8	8
पोखरभिन्डा	5	पाटलिपुत्र	0.1042	paːʈəlɪputɾə	1	1
पोजिसन	1	पोबनं	0.0595	poːbənən	1	1
पोजिसन	2	परिषद्	0.0655	pʌɾɪʂəd	13	13
पोजिसन	3	परिषद	0.0655	pʌɾɪʂəd	2	2
पोजिसन	4	पहिरन	0.0685	pʌhɪɾən	21	21
पोजिसन	5	पोजेटिभ	0.0804	poːɟeːʈɪbʰ	3	3
पोर्चुगलको	1	पोर्चुगलका	0.0069	poːrrcuɡələkaː	1	1
पोर्चुगलको	2	पर्यटनको	0.0608	pʌrrjəʈənəkoː	7	7
पोर्चुगलको	3	पर्यटनका	0.0677	pʌrrjəʈənəkaː	4	4
पोर्चुगलको	4	पार्टनरका	0.0677	paːrrʈənəɾəkaː	1	1
पोर्चुगलको	5	पार्श्वगायक	0.0694	paːrrʃwɡaːjəkə	3	3
पोस्टको	1	पुष्टिको	0.0357	puʂʈɪkoː	4	4
पोस्टको	2	पुस्तक	0.0417	pustəkə	121	121
पोस्टको	3	पौष्टिक	0.0417	pɔːʂʈɪkə	8	8
पोस्टको	4	पुस्ताको	0.0417	pustaːkoː	5	5
पोस्टको	5	पट्टिको	0.0417	pʌʈʈɪkoː	1	1
पौवा	1	पुवा	0.0417	puwaː	7	7
पौवा	2	पोया	0.0417	poːjaː	2	2
पौवा	3	पाव	0.0625	paːwə	3	3
पौवा	4	पोका	0.0729	poːkaː	2	2
पौवा	5	पायो	0.0833	paːjoː	18	18
प्रकारकोको	1	प्रकारकका	0.0189	pɾəkaːɾəkəkaː	2	2
प्रकारकोको	2	प्रकाशकको	0.036	pɾəkaːʃəkəkoː	3	3
प्रकारकोको	3	प्रशासकको	0.0492	pɾəʃaːsəkəkoː	2	2
प्रकारकोको	4	प्रकारदेखि	0.0511	pɾəkaːɾədeːkʰɪ	2	2
प्रकारकोको	5	प्रदायकको	0.0511	pɾədaːjəkəkoː	1	1
