word	freq	n_utts	n_speakers
युवाको	1	1	1
युवामञ्च	1	1	1
युवावस्थाका	1	1	1
युवावस्थामा	1	1	1
युवावस्थामै	1	1	1
युवाहरूबाट	1	1	1
युवाहरूमार्फत्	1	1	1
युवाहरूले	1	1	1
युहन्ना	1	1	1
यु२३५	1	1	1
यु२३५को	1	1	1
यू	1	1	1
यूई	1	1	1
यूईएफए	1	1	1
यूएनमा	1	1	1
यूएसजेए	1	1	1
यूकेशजी	1	1	1
यूनानमा	1	1	1
यूनानीहरुले	1	1	1
यूरेकाको	1	1	1
यूरोपकोलागि	1	1	1
यूरोपलाई	1	1	1
यूरोपेली	1	1	1
यूहन्ना	1	1	1
ये	1	1	1
येल	1	1	1
येल्लो	1	1	1
येशे	1	1	1
योकोहामा	1	1	1
योक्नेहाङका	1	1	1
योगक्षेमका	1	1	1
योगदर्शनले	1	1	1
योगदानकर्ताहरूको	1	1	1
योगदानी	1	1	1
योगप्रतिपादित	1	1	1
योगबलका	1	1	1
योगलाई	1	1	1
योगशास्त्रमा	1	1	1
योगसूत्र	1	1	1
योगहरु	1	1	1
योगेश	1	1	1
योगेश्वोर	1	1	1
योग्यताको	1	1	1
योजन	1	1	1
योजनाअनुसार	1	1	1
योजनाकार	1	1	1
योजनाबाट	1	1	1
योजनामुताबिक	1	1	1
योञ्जनको	1	1	1
योञ्जनले	1	1	1
योनिबाहेक	1	1	1
योनिलाई	1	1	1
योनीमार्गको	1	1	1
यौटा	1	1	1
यौनआशक्तिको	1	1	1
यौनकुण्ठाको	1	1	1
यौनको	1	1	1
यौनगत	1	1	1
यौनधन्दालाई	1	1	1
यौनसुख	1	1	1
यौनाङ्ग	1	1	1
रंदोरी	1	1	1
रकमअनुसार	1	1	1
रको	1	1	1
रक्तअल्पत्ता	1	1	1
रक्तश्राब	1	1	1
रक्षकतर्फ	1	1	1
रक्षकहरू	1	1	1
रक्षात्मक	1	1	1
रक्षामन्त्रीका	1	1	1
रक्षायोजनाको	1	1	1
रक्षालाइब्रेरी	1	1	1
रक्सीमा	1	1	1
रक्सीलाई	1	1	1
रक्सीसमेत	1	1	1
रक्सौल	1	1	1
रखवारीको	1	1	1
रगतमासी	1	1	1
रग्बी	1	1	1
रङ्को	1	1	1
रङ्गनाथ	1	1	1
रङ्गनाथका	1	1	1
रङ्गभेदकै	1	1	1
रङ्गभेदलाई	1	1	1
रङ्गमञ्चका	1	1	1
रङ्गिएका	1	1	1
रङ्गिचङ्गि	1	1	1
रङ्गी	1	1	1
रचनाकारहरू	1	1	1
रचनाविधानले	1	1	1
रचनाहरु	1	1	1
रचनाहरूको	1	1	1
रचने	1	1	1
रचियो	1	1	1
रची	1	1	1
रचेको	1	1	1
रचेर	1	1	1
रच्यो	1	1	1
रजनीशले	1	1	1
रजर	1	1	1
रजश्वला	1	1	1
रजस्थलमा	1	1	1
रजाबपुरदेखि	1	1	1
रजोकरीसम्म	1	1	1
रजोगुणी	1	1	1
रजौटा	1	1	1
रजौटामा	1	1	1
रटाइमा	1	1	1
रटेको	1	1	1
रड	1	1	1
रडजर्स	1	1	1
रणध्वज	1	1	1
रणनीतिमा	1	1	1
रणभद्र	1	1	1
रणमार्गमा	1	1	1
रणोद्दिपसिंहका	1	1	1
रतिजरोग	1	1	1
रतें	1	1	1
रत्नकुमार	1	1	1
रत्नको	1	1	1
रत्नपछि	1	1	1
रत्नपार्क	1	1	1
रत्नसागर	1	1	1
रत्नहरूको	1	1	1
रथको	1	1	1
रथयात्रामा	1	1	1
रथहरूको	1	1	1
रथी	1	1	1
रनबास	1	1	1
रनरअप	1	1	1
रनवे	1	1	1
रन्थनाएकाले	1	1	1
रन्भाती	1	1	1
रन्मामैकोट	1	1	1
रफीले	1	1	1
रफ्तार	1	1	1
रफ्तारबाट	1	1	1
रबर्ट्सनका	1	1	1
रबिन्द्र	1	1	1
रब्सन	1	1	1
रब्सनको	1	1	1
रम	1	1	1
रमका	1	1	1
रमजानको	1	1	1
रमणीयस्थल	1	1	1
रमन	1	1	1
रमाइरहेका	1	1	1
रमाउनुको	1	1	1
रमित	1	1	1
रमेशको	1	1	1
रम्तेल	1	1	1
रम्तेलले	1	1	1
रम्भापुर	1	1	1
रयाङ्किङमा	1	1	1
रलेन्डो	1	1	1
रवान	1	1	1
रविन	1	1	1
रविवार	1	1	1
रविशंकर	1	1	1
रश्मि	1	1	1
रसदपानी	1	1	1
रसायनलाई	1	1	1
रसायनले	1	1	1
रसायनविद्या	1	1	1
रसायनशास्त्र	1	1	1
रसायनशास्त्रमा	1	1	1
रसायनहरूले	1	1	1
रसियाको	1	1	1
रसियाली	1	1	1
रसुवाको	1	1	1
रसेल	1	1	1
रहँदाको	1	1	1
रहँदैन्	1	1	1
रहछन	1	1	1
रहनगयो	1	1	1
रहनमा	1	1	1
रहनसक्ने	1	1	1
रहनाले	1	1	1
रहनुपर्ने	1	1	1
रहनेछु	1	1	1
रहनेछैन्	1	1	1
रहनेलाई	1	1	1
रहन्छन	1	1	1
रहबास	1	1	1
रहयो	1	1	1
रहामीन	1	1	1
रहिआउनुभएको	1	1	1
रहिन	1	1	1
रहिरहँदा	1	1	1
रहिरहनका	1	1	1
रहिरहे	1	1	1
रहिरहोस्	1	1	1
रहिसकेका	1	1	1
रहिसक्नुभएको	1	1	1
रहीआएको	1	1	1
रहृयो	1	1	1
रहेक	1	1	1
रहेकोछ	1	1	1
रहेछिन्	1	1	1
रहेझैँ	1	1	1
रहेता	1	1	1
रह्न्थे	1	1	1
राँगा	1	1	1
राँगो	1	1	1
राइट	1	1	1
राइटको	1	1	1
राइदक	1	1	1
राइबोफ्लेविन	1	1	1
राईट	1	1	1
राईपुरकोट	1	1	1
राउत	1	1	1
राउतजी	1	1	1
राउतबेसी	1	1	1
राउन्डबाट	1	1	1
राकेशद्वारा	1	1	1
राक्षसहरू	1	1	1
राखएको	1	1	1
राखने	1	1	1
राखिएकै	1	1	1
राखिदिँदा	1	1	1
राखिदिनुहोला	1	1	1
राखिदियो	1	1	1
राखिन्	1	1	1
राखिरहेको	1	1	1
राखिसके	1	1	1
राखिसकेँ	1	1	1
राखिेएको	1	1	1
राखेकोमा	1	1	1
राखेकोले	1	1	1
राखेबाट	1	1	1
राख्छौं	1	1	1
राख्थे	1	1	1
राख्दछन	1	1	1
राख्नको	1	1	1
राख्नाले	1	1	1
राख्नुका	1	1	1
राख्नुभएकोमा	1	1	1
राख्नुभयो	1	1	1
राख्नुहुनेछ	1	1	1
राख्नेमा	1	1	1
रागको	1	1	1
रागिला	1	1	1
राघव	1	1	1
राङ्सी	1	1	1
राजकर्णिकार	1	1	1
राजकर्णिकारसँग	1	1	1
राजका	1	1	1
राजकाजका	1	1	1
राजकुमारहरूका	1	1	1
राजकुमारीलाई	1	1	1
राजगढ	1	1	1
राजतन्त्रमध्ये	1	1	1
राजतन्त्रसँग	1	1	1
राजतन्त्रात्मक	1	1	1
राजदरबार	1	1	1
राजदरबारमा	1	1	1
राजदरबारसम्म	1	1	1
राजदूतसँग	1	1	1
राजद्रोहका	1	1	1
राजधानि	1	1	1
राजधानीका	1	1	1
राजनीतिमार्फत	1	1	1
राजनीतिसँग	1	1	1
राजनेताहरूका	1	1	1
राजपरिवारभित्रको	1	1	1
राजपरिषद्	1	1	1
राजपानी	1	1	1
राजपुतकी	1	1	1
राजपुतलाई	1	1	1
राजपुरा	1	1	1
राजपूतहरूलाई	1	1	1
राजपूतानामा	1	1	1
राजबंशी	1	1	1
राजभण्डारीको	1	1	1
राजभोग	1	1	1
राजभोगको	1	1	1
राजमार्गका	1	1	1
राजमार्गबाट	1	1	1
राजमार्गसँग	1	1	1
राजमार्गसँगै	1	1	1
राजयक्ष्मा	1	1	1
राजयोगको	1	1	1
राजर्मागले	1	1	1
राजलाई	1	1	1
राजवंश	1	1	1
राजवंशले	1	1	1
राजवंशहरूको	1	1	1
राजसंस्थाभन्दा	1	1	1
राजसिंहासन	1	1	1
राजहरूको	1	1	1
राजहितकारी	1	1	1
राजाद्वारा	1	1	1
राजापुर	1	1	1
राजाबाट	1	1	1
राजाबीच	1	1	1
राजारामसँग	1	1	1
राजिनामाको	1	1	1
राजेद्र	1	1	1
राजेद्रसिंहले	1	1	1
राजेन्द्रप्रसादले	1	1	1
राजोपाध्याय	1	1	1
राज्यद्वारा	1	1	1
राज्यमन्त्रीको	1	1	1
राज्यशासन	1	1	1
राज्यसुख	1	1	1
राज्यहरूदेखि	1	1	1
राज्यहरूभन्दा	1	1	1
राज्याभिषेकको	1	1	1
राज्यावधिमा	1	1	1
राज्याश्रय	1	1	1
राज्यासन	1	1	1
राणाकालदेखि	1	1	1
राणाकालिन	1	1	1
राणाशासनले	1	1	1
राणाशाहीको	1	1	1
रातटारी	1	1	1
रातदिन	1	1	1
रातारात	1	1	1
रातिदेखि	1	1	1
रातिमा	1	1	1
रातीको	1	1	1
रातोटाउके	1	1	1
रातोनपालन	1	1	1
रात्रिस्कुलमा	1	1	1
रात्री	1	1	1
रात्रीका	1	1	1
रादेक	1	1	1
राधिकाकी	1	1	1
राधेश्याम	1	1	1
राधेश्यामको	1	1	1
रानाको	1	1	1
रानीहरूको	1	1	1
रापस	1	1	1
राफ्टिङ	1	1	1
राफ्टिङको	1	1	1
रामका	1	1	1
रामचन्द्रद्वारा	1	1	1
रामचन्द्रलाई	1	1	1
रामचरितमलाई	1	1	1
रामचरितम्	1	1	1
रामजङ्गबहादुर	1	1	1
रामजानकी	1	1	1
रामदत्तलाल	1	1	1
रामदल	1	1	1
रामनवमी	1	1	1
रामनाथ	1	1	1
रामनाथनद्वारा	1	1	1
रामनाम	1	1	1
रामप्रसादजी	1	1	1
रामप्रसादजीको	1	1	1
रामबजारमा	1	1	1
राममायासँग	1	1	1
रामयन्त्रको	1	1	1
रामराज्यको	1	1	1
रामरातो	1	1	1
रामलाल	1	1	1
रामलिहोङलाई	1	1	1
रामलिहोङले	1	1	1
रामलीला	1	1	1
रामवाण	1	1	1
रामश्री	1	1	1
रामसँगको	1	1	1
रामहरू	1	1	1
रामानन्द	1	1	1
रामानन्दको	1	1	1
रामावतारमा	1	1	1
रामुदामु	1	1	1
रामेछापबाट	1	1	1
राम्चे	1	1	1
राम्जा	1	1	1
राम्राराम्रा	1	1	1
रायठौर	1	1	1
रायन	1	1	1
रायमाझि	1	1	1
रायमाझीका	1	1	1
रायमाझीको	1	1	1
रारीखाल	1	1	1
रार्ईलाई	1	1	1
रालेगाउँ	1	1	1
रावण	1	1	1
रावणजस्तो	1	1	1
रावतजी	1	1	1
राशिका	1	1	1
राशिकुण्डलीमा	1	1	1
राशिचक्रका	1	1	1
राशिफल	1	1	1
राशिहरू	1	1	1
राशीको	1	1	1
राशीभित्र	1	1	1
राशीहरू	1	1	1
राष्टिय	1	1	1
राष्ट्रदेवता	1	1	1
राष्ट्रपतिकारूपमा	1	1	1
राष्ट्रपतित्व	1	1	1
राष्ट्रपिता	1	1	1
राष्ट्रबैंक	1	1	1
राष्ट्रभाषाको	1	1	1
राष्ट्रभित्र	1	1	1
राष्ट्रमण्डलका	1	1	1
राष्ट्रवादलाई	1	1	1
राष्ट्रव्यापी	1	1	1
राष्ट्रसङ्घका	1	1	1
राष्ट्रसहितको	1	1	1
राष्ट्रहरू	1	1	1
राष्ट्रिकराज्यमा	1	1	1
राष्ट्रियस्तरको	1	1	1
रासक	1	1	1
रासलीलाको	1	1	1
रास्त्रोमा	1	1	1
राहुका	1	1	1
रिँगटा	1	1	1
रिअल	1	1	1
रिएक्शन	1	1	1
रिकन	1	1	1
रिकासँग	1	1	1
रिक्तताको	1	1	1
रिक्वेस्टलाई	1	1	1
रिक्साको	1	1	1
रिक्सामा	1	1	1
रिचजन	1	1	1
रिचर्ड	1	1	1
रिचार्ड	1	1	1
रिजको	1	1	1
रिजर्व	1	1	1
रिजल्ट	1	1	1
रिजालको	1	1	1
रिजोपस	1	1	1
रिटथोकमा	1	1	1
रिडाईरेक्ट	1	1	1
रिडिरेक्ट	1	1	1
रितार	1	1	1
रितुङ्ग	1	1	1
रितेश	1	1	1
रित्तो	1	1	1
रिपब्लिक	1	1	1
रिपब्लिकमा	1	1	1
रिपब्लिस	1	1	1
रिपोर्टका	1	1	1
रिपोर्टको	1	1	1
रिपोर्टहरूका	1	1	1
रिप्रेजेन्टेटिभ	1	1	1
रिभर	1	1	1
रिभर्स	1	1	1
रिभोना	1	1	1
रिभोनियास्थित	1	1	1
रिमाङ	1	1	1
रिमाललाई	1	1	1
रिमालसँग	1	1	1
रिमिक्स	1	1	1
रिम्पोछे	1	1	1
रिया	1	1	1
रियाद	1	1	1
रियासत	1	1	1
रियासतको	1	1	1
रिर्जभ	1	1	1
रिलेटिभ	1	1	1
रिवरको	1	1	1
रिव्दीकोट	1	1	1
रिसाउँछन्	1	1	1
रिसाउँदै	1	1	1
रिसाएको	1	1	1
रिसेप्टरले	1	1	1
रिस्कु	1	1	1
रिस्ता	1	1	1
रिहाइ	1	1	1
रिहाइका	1	1	1
रिहाइको	1	1	1
रिहाईको	1	1	1
रीजको	1	1	1
रीतिले	1	1	1
रीमैनको	1	1	1
रीवाँ	1	1	1
रीवाको	1	1	1
रुँदारुँदै	1	1	1
रुकुमबाट	1	1	1
रुक्मिनी	1	1	1
रुखका	1	1	1
रुखको	1	1	1
रुखबिरुवाहरू	1	1	1
रुखले	1	1	1
रुखहरूको	1	1	1
रुग्णावस्थामा	1	1	1
रुचाईएनन्	1	1	1
रुच्दै	1	1	1
रुट	1	1	1
रुडोल्फले	1	1	1
रुद्राक्षको	1	1	1
रुनलाई	1	1	1
रुबन्धका	1	1	1
रुबी	1	1	1
रुमा	1	1	1
रुमालको	1	1	1
रुम्तेक	1	1	1
रुवानोभिच	1	1	1
रुसानोभ	1	1	1
रु६३	1	1	1
रूखहरूले	1	1	1
रूचाइएको	1	1	1
रूची	1	1	1
रूजवेल्टले	1	1	1
रूडको	1	1	1
रूद्रायणीदेवीलाई	1	1	1
रूद्रायणीदेवीले	1	1	1
रूद्रायणीमा	1	1	1
रूपदेखि	1	1	1
रूपधारण	1	1	1
रूपनगर	1	1	1
रूपनारायण	1	1	1
रूपवान	1	1	1
रूपसित	1	1	1
रूपहरुमा	1	1	1
रूपहरूका	1	1	1
रूपाताल	1	1	1
रूपाथुम्कीबाट	1	1	1
रूपैँया	1	1	1
रूमी	1	1	1
रूम्जाटारमा	1	1	1
रूला	1	1	1
रूसोको	1	1	1
रेकर्डअनुसार	1	1	1
रेकर्डका	1	1	1
रेकर्डको	1	1	1
रेखदेखको	1	1	1
रेखागणितमा	1	1	1
रेखामुनि	1	1	1
रेखासँग	1	1	1
रेखाहरूको	1	1	1
रेखाहरूमा	1	1	1
रेगिनाको	1	1	1
रेग्मिको	1	1	1
रेग्मीद्वारा	1	1	1
रेजा	1	1	1
रेञ्ज	1	1	1
रेट	1	1	1
रेटिनोब्लास्टोमाको	1	1	1
रेडक्रस	1	1	1
रेडियोको	1	1	1
रेडियोहरू	1	1	1
रेणुकालाई	1	1	1
रेणुकासँग	1	1	1
रेनल्ड्स	1	1	1
रेनल्ड्सको	1	1	1
रेनेठ	1	1	1
रेन्जमा	1	1	1
रेपुब्लिका	1	1	1
रेफरेन्स	1	1	1
रेफ्रीलाई	1	1	1
रेफ्रीहरू	1	1	1
रेभेलको	1	1	1
रेमा	1	1	1
रेलमार्गद्वारा	1	1	1
रेलवेको	1	1	1
रेल्वेको	1	1	1
रेवतीलाई	1	1	1
रेसुन्गाको	1	1	1
रेस्पोन्सको	1	1	1
रेहको	1	1	1
रैती	1	1	1
रैबिट	1	1	1
रोकाको	1	1	1
रोकिई	1	1	1
रोकिएपछि	1	1	1
रोकिएमा	1	1	1
रोकिन्छ	1	1	1
रोकेका	1	1	1
रोक्दै	1	1	1
रोक्नुहोस्	1	1	1
रोगजनकको	1	1	1
रोगमुक्ति	1	1	1
रोगव्याधी	1	1	1
रोगहरीदेखि	1	1	1
रोगहरूमध्ये	1	1	1
रोगिहरूको	1	1	1
रोगीमा	1	1	1
रोगीलार्ई	1	1	1
रोगीहरूदेखि	1	1	1
रोगीहरूमा	1	1	1
रोङजी	1	1	1
रोजको	1	1	1
रोजगारलाई	1	1	1
रोजगारीमा	1	1	1
रोजले	1	1	1
रोजिएका	1	1	1
रोजे	1	1	1
रोजेका	1	1	1
रोजेर	1	1	1
रोज्नुपर्ने	1	1	1
रोट	1	1	1
रोडेसिया	1	1	1
रोपवेका	1	1	1
रोपेर	1	1	1
रोबिन	1	1	1
रोबोट	1	1	1
रोबोटद्वारा	1	1	1
रोबोटहरूलाई	1	1	1
रोमनकै	1	1	1
रोमनबाट	1	1	1
रोमान्चित	1	1	1
रोमान्टिकबाट	1	1	1
रोमी	1	1	1
रोयौ	1	1	1
रोलको	1	1	1
रोल्पाली	1	1	1
रोवर	1	1	1
रोशन	1	1	1
रोशनीलाई	1	1	1
रोशीखोला	1	1	1
रोशीखोलाको	1	1	1
रोशीलाई	1	1	1
रोशीले	1	1	1
रोषमती	1	1	1
रोसीको	1	1	1
रोहबरमा	1	1	1
रोहमतीको	1	1	1
रौंका	1	1	1
रौतहतको	1	1	1
रौताको	1	1	1
रौनियारद्वारा	1	1	1
र्थिपु	1	1	1
र्याखर्याख	1	1	1
र्याङ्कहरूलाई	1	1	1
र्याङ्किङमा	1	1	1
र्याङ्गजङ्ग	1	1	1
र्याफ्टिङ	1	1	1
र्यालीहरूले	1	1	1
र्वायल्टी	1	1	1
र्वायाल	1	1	1
र्सवमान्य	1	1	1
लंसालद्वारा	1	1	1
लकडीदेखि	1	1	1
लकबाट	1	1	1
लक्कि	1	1	1
लक्षणहरूको	1	1	1
लक्षमद्वारा	1	1	1
लक्ष्मणसेनका	1	1	1
लक्ष्मीको	1	1	1
लक्ष्मीलाई	1	1	1
लखनउमा	1	1	1
लखनऊमा	1	1	1
लखनऊसँग	1	1	1
लखेटिमाग्छन्	1	1	1
लगन	1	1	1
लगनमा	1	1	1
लगनशीलताका	1	1	1
लगाइदिएर	1	1	1
लगाइन	1	1	1
लगाइहाल्नु	1	1	1
लगाइहाल्नुभन्दा	1	1	1
लगाउ	1	1	1
लगाउँथे	1	1	1
लगाउदा	1	1	1
लगाउनुपर्छ	1	1	1
लगाउनुहुँदैन	1	1	1
लगाउनेलाई	1	1	1
लगाएत	1	1	1
लगाएरै	1	1	1
लगान	1	1	1
लगानीकर्ता	1	1	1
लगानीकर्ताको	1	1	1
लगाम	1	1	1
लगिदेऊ	1	1	1
लगिन्	1	1	1
लगेको	1	1	1
लगौँटी	1	1	1
लग्छिन्	1	1	1
लग्नअनुकूल	1	1	1
लग्नको	1	1	1
लग्नदेखि	1	1	1
लघुनाम	1	1	1
लघुवित्त	1	1	1
लङ	1	1	1
लचेनललाई	1	1	1
लच्छिनको	1	1	1
लछि	1	1	1
लज्जालाई	1	1	1
लज्जाले	1	1	1
लज्जावश	1	1	1
लज्जास्पद	1	1	1
लटपटिन्थिन्	1	1	1
लटरीका	1	1	1
लट्किनुपर्छ	1	1	1
लट्टुको	1	1	1
लठ्ठामा	1	1	1
लडनलाई	1	1	1
लडाई	1	1	1
लडाईँबाट	1	1	1
लडाईँयो	1	1	1
लडाईँहरूमा	1	1	1
लडाउँछ	1	1	1
लडीरहेका	1	1	1
लडेकी	1	1	1
लडोस्	1	1	1
लडौँ	1	1	1
लड्डु	1	1	1
लड्नमा	1	1	1
लड्नुपरेको	1	1	1
लड्नेहरूलाई	1	1	1
लड्योमा	1	1	1
लड्यौँ	1	1	1
लढ्ने	1	1	1
लण्डनको	1	1	1
लतापताका	1	1	1
लत्ता	1	1	1
लन्काउमी	1	1	1
लन्डनका	1	1	1
लन्डनद्वारा	1	1	1
लन्डनले	1	1	1
लपेटेर	1	1	1
लबाट	1	1	1
लमजुङ्ग	1	1	1
लमहीमा	1	1	1
लम्कन	1	1	1
लम्बाइपट्टिको	1	1	1
लम्बाइहरूको	1	1	1
लम्बेतान	1	1	1
लयलाई	1	1	1
लरखरिएको	1	1	1
लरेन	1	1	1
लरेन्जो	1	1	1
ललरी	1	1	1
ललितत्रिपुरासुन्दरीले	1	1	1
ललितबृन्द	1	1	1
ललितबृन्द्रलाई	1	1	1
ललिताका	1	1	1
ललितालाई	1	1	1
ललीपोप	1	1	1
लवणहरूको	1	1	1
लवाइखवाइ	1	1	1
लवेदा	1	1	1
लसनलाई	1	1	1
लसपस	1	1	1
लसीकार्बुद	1	1	1
लसीकार्बुदको	1	1	1
लसीकार्बुदले	1	1	1
लसुन	1	1	1
लस्सी	1	1	1
लहरहरू	1	1	1
लहरादेखि	1	1	1
लहरामा	1	1	1
लहरे	1	1	1
लहरै	1	1	1
लहलहैमा	1	1	1
लाँख	1	1	1
लाँदैछन्	1	1	1
लाइक	1	1	1
लाइकको	1	1	1
लाइनमार्फत	1	1	1
लाइनेटेड	1	1	1
लाइफले	1	1	1
लाईक	1	1	1
लाउनु	1	1	1
लाएर	1	1	1
लाखबाट	1	1	1
लाखमान	1	1	1
लाखो	1	1	1
लाखौ	1	1	1
लाखौँदेखि	1	1	1
लागाइयो	1	1	1
लागाएका	1	1	1
लागिको	1	1	1
लागिन्	1	1	1
लागिपर्नुभएकोमा	1	1	1
लागियो	1	1	1
लागिरहेको	1	1	1
लागीपर्नु	1	1	1
लागेकाले	1	1	1
लागेकी	1	1	1
लागेपनि	1	1	1
लागौँ	1	1	1
लाग्दैनथ्यो	1	1	1
लाग्दोछ	1	1	1
लाग्नाले	1	1	1
लाग्नेसँग	1	1	1
लाग्नेहरू	1	1	1
लाङ्टाङ	1	1	1
लाङ्टाङदेखि	1	1	1
लाङ्टाङसम्म	1	1	1
लाचेनल	1	1	1
लाजोङले	1	1	1
लाटिकोइली	1	1	1
लाटोकोसेरो	1	1	1
लाद्न	1	1	1
लाद्ने	1	1	1
लानाले	1	1	1
लानुभएको	1	1	1
लान्छौँ	1	1	1
लाभकारी	1	1	1
लाभाडो	1	1	1
लाभान्बित	1	1	1
लाभिछाने	1	1	1
लामखुट्टेहरूको	1	1	1
लामखेत	1	1	1
लामटाङ्ग	1	1	1
लामबद्ध	1	1	1
लामाखेतको	1	1	1
लामाचाहिँ	1	1	1
लामाचौरमा	1	1	1
लामालाई	1	1	1
लामिछानेको	1	1	1
लामीडाँडामा	1	1	1
लामुखट्टे	1	1	1
लाम्चा	1	1	1
लायकका	1	1	1
लायन्सकी	1	1	1
लायोनल	1	1	1
लायोन्सका	1	1	1
लायोन्सको	1	1	1
लार्जबिल्ड	1	1	1
लालकिल्ला	1	1	1
लालगेडी	1	1	1
लालचेताले	1	1	1
लालनपोषणको	1	1	1
लालफित्ताशाहीमा	1	1	1
लालबलुआ	1	1	1
लालसँग	1	1	1
लालसागरको	1	1	1
लालहरियो	1	1	1
लालीगुँरास	1	1	1
लावण्य	1	1	1
लावादेखि	1	1	1
लाश	1	1	1
लासको	1	1	1
लाससँगै	1	1	1
लासा	1	1	1
लासाबाट	1	1	1
लासालवादीहरूको	1	1	1
लाहानबाट	1	1	1
लाहुरेकै	1	1	1
लाहौरमा	1	1	1
लिँक	1	1	1
लिँदालिँदै	1	1	1
लिइ	1	1	1
लिइसकेकी	1	1	1
लिईएको	1	1	1
लिईदिएका	1	1	1
लिईसकेका	1	1	1
लिएँ	1	1	1
लिएनन्	1	1	1
लिएबराबरको	1	1	1
लिङ	1	1	1
लिङ्कको	1	1	1
लिङ्कनको	1	1	1
लिङ्कहरू	1	1	1
लिङ्कहरूमा	1	1	1
लिङ्गको	1	1	1
लिङ्गभेद	1	1	1
लिङ्गलाई	1	1	1
लिङ्गसहलग्न	1	1	1
लिङ्गहरूमध्ये	1	1	1
लिङ्गिय	1	1	1
लिचीजस्ता	1	1	1
लिच्छबीवंशी	1	1	1
लिच्छबीहरूले	1	1	1
लिच्छविकालको	1	1	1
लिच्छविकालबाट	1	1	1
लिच्छविकालभन्दा	1	1	1
लिच्छविकालिन	1	1	1
लिच्छविहरूसँग	1	1	1
लिच्छवीकालिन	1	1	1
लिटरजति	1	1	1
लिटल	1	1	1
लिथियमका	1	1	1
लिथोमेसिन	1	1	1
लिदा	1	1	1
लिनलाई	1	1	1
लिन्डन	1	1	1
लिन्डसे	1	1	1
लिन्डा	1	1	1
लिन्थे	1	1	1
लिपिचिह्न	1	1	1
लिपिड	1	1	1
लिपिपछि	1	1	1
लिपिबद्ध	1	1	1
लिपिबद्धसम्म	1	1	1
लिपिवद्ध	1	1	1
लिपिहरू	1	1	1
लिपिहरूको	1	1	1
लिप्त	1	1	1
लिप्नु	1	1	1
लिप्यन्तरणमा	1	1	1
लिप्यान्तरण	1	1	1
लिप्यान्तरणमा	1	1	1
लिफ	1	1	1
लिफाफा	1	1	1
लिबसेका	1	1	1
लिबियाका	1	1	1
लिबी	1	1	1
लिब्यनहरु	1	1	1
लिभर	1	1	1
लिमिटेडमा	1	1	1
लिम्बुहरूको	1	1	1
लिम्बूवान	1	1	1
लिम्बूहरूमा	1	1	1
लियर	1	1	1
लियोनार्दो	1	1	1
लियोनार्दोले	1	1	1
लिलामणि	1	1	1
लिलिएसिया	1	1	1
लिलिजलिफ	1	1	1
लिवरल	1	1	1
लिसकेको	1	1	1
लिस्टमा	1	1	1
लिस्ती	1	1	1
लिस्तीथुम	1	1	1
लिस्ने	1	1	1
लीगामा	1	1	1
लीलाई	1	1	1
लीलाध्वज	1	1	1
लीले	1	1	1
लीवान	1	1	1
लुइँटेलद्वारा	1	1	1
लुइगी	1	1	1
लुकाउँदै	1	1	1
लुकाउन	1	1	1
लुकाएर	1	1	1
लुकुममा	1	1	1
लुक्दै	1	1	1
लुक्न	1	1	1
लुगाबाट	1	1	1
लुगाहरू	1	1	1
लुङ	1	1	1
लुङखोला	1	1	1
लुङ्गुरलगायत	1	1	1
लुछाचुँडीमा	1	1	1
लुटिएको	1	1	1
लुट्यो	1	1	1
लुथरन	1	1	1
लुथुली	1	1	1
लुनर	1	1	1
लुनिभा	1	1	1
लुम्लेको	1	1	1
लुम्लेबाट	1	1	1
लुसिड	1	1	1
लूटका	1	1	1
लेकको	1	1	1
लेखएको	1	1	1
लेखकबीचको	1	1	1
लेखनलाई	1	1	1
लेखले	1	1	1
लेखाइमा	1	1	1
लेखाजोखा	1	1	1
लेखाधिकारित	1	1	1
लेखापालहरूलाई	1	1	1
लेखामा	1	1	1
लेखिँदैनन्	1	1	1
लेखिकाले	1	1	1
लेखिदिएँ	1	1	1
लेखिदिने	1	1	1
लेखिदिन्छ	1	1	1
लेखिन्	1	1	1
लेखिन्थ्यो	1	1	1
लेखिरहेका	1	1	1
लेखिरहेको	1	1	1
लेखिसकेका	1	1	1
लेखिसकेको	1	1	1
लेखेनन्	1	1	1
लेखौटको	1	1	1
लेख्थे	1	1	1
लेख्दछन्	1	1	1
लेख्दछु	1	1	1
लेख्नलाई	1	1	1
लेख्नुअघि	1	1	1
लेख्नुपर्थ्यो	1	1	1
लेख्नुपर्दछ	1	1	1
लेख्नुपर्दा	1	1	1
लेख्नुभएका	1	1	1
लेख्नुभएदेखि	1	1	1
लेख्नुभयो	1	1	1
लेख्नुहुन्छ	1	1	1
लेख्य	1	1	1
लेङ्ग	1	1	1
लेङ्गका	1	1	1
लेट	1	1	1
लेटरम्यानको	1	1	1
लेटाङमा	1	1	1
लेडि	1	1	1
लेडी	1	1	1
लेप्चाद्वारा	1	1	1
लेफि्टनेन्ट	1	1	1
लेफ्टिनहरूट	1	1	1
लेबनान	1	1	1
लेबनानमा	1	1	1
लेबरको	1	1	1
लेबालोको	1	1	1
लेब्निज	1	1	1
लेभलमा	1	1	1
लेभलिङ	1	1	1
लेमनद्वारा	1	1	1
लेमिनेटेड	1	1	1
लेवाडी	1	1	1
लेस	1	1	1
