word	ipa	status
बाच्न	baːcnə	ok
बाछासहित	baːcʰaːsəhɪt	ok
बाछाहरूको	baːcʰaːhəɾuːkoː	ok
बाछिटा	baːcʰɪʈaː	ok
बाछो	baːcʰoː	ok
बाछोलाई	baːcʰoːlaːi	ok
बाछोसमेतको	baːcʰoːsəmeːtəkoː	ok
बाजरामा	baːɟəɾaːmaː	ok
बाजामा	baːɟaːmaː	ok
बाजासँग	baːɟaːʃʌ̃ɡ	ok
बाजी	baːɟi	ok
बाजुराको	baːɟuɾaːkoː	ok
बाटनै	baːʈənɛː	ok
बाटा	baːʈaː	ok
बाटामुनि	baːʈaːmunɪ	ok
बाटाहरूमा	baːʈaːhəɾuːmaː	ok
बाटुलो	baːʈuloː	ok
बाटै	baːʈɛː	ok
बाटोघाटो	baːʈoːɡʰaːʈoː	ok
बाटोहरू	baːʈoːhəɾuː	ok
बाठोको	baːʈʰoːkoː	ok
बाढीको	baːɖʰɪːkoː	ok
बाणहरूले	baːɳəhəɾuːleː	ok
बादक	baːdəkə	ok
बाधक	baːdʰəkə	ok
बाधाविरोधहरूको	baːdʰaːwɪɾoːdʰəhəɾuːkoː	ok
बाधेको	baːdʰeːkoː	ok
बानेश्वरकी	baːneːʃwɾʌki	ok
बापू	baːpuː	ok
बाबरी	baːbəɾiː	ok
बाबाका	baːbaːkaː	ok
बाबुआमा	baːbuaːmaː	ok
बाबुआमाले	baːbuaːmaːleː	ok
बाबुल	baːbul	ok
बाबुसँगसँगै	baːbuʃʌ̃ɡʌʃʌ̃ɡɛː	ok
बाबुसाहेब	baːbusaːheːb	ok
बाबू	baːbuː	ok
बाबूको	baːbuːkoː	ok
बायाँपट्टी	baːjãpʌʈʈiː	ok
बायोग्राफरले	baːjoːɡɾaːpʰəɾəleː	ok
बायोप्सीबाट	baːjoːpsɪːbaːʈ	ok
बायोमासको	baːjoːmaːsəkoː	ok
बायोलोजी	baːjoːloːɟi	ok
बारबाट	baːɾəbaːʈ	ok
बारबार	baːɾəbaːɾə	ok
बारमा	baːɾəmaː	ok
बारहसिंहाको	baːɾəhəsɪŋhaːkoː	ok
बाराकी	baːɾaːki	ok
बाराबंकी	baːɾaːbʌŋki	ok
बाराबङ्की	baːɾaːbʌŋki	ok
बाराहीको	baːɾaːhɪːkoː	ok
बारूदमा	baːɾuːdəmaː	ok
बारूदी	baːɾuːdi	ok
बार्टलेको	baːrrʈəleːkoː	ok
बार्ता	baːrrtaː	ok
बार्दलीका	baːrrdəlɪːkaː	ok
बार्ने	baːrrneː	ok
बार्बेट	baːrrbeːʈ	ok
बार्सिलोनाका	baːrrsɪloːnaːkaː	ok
बार्सेलोना	baːrrseːloːnaː	ok
बालककाल	baːləkəkaːl	ok
बालकलाई	baːləkəlaːi	ok
बालकलाकार	baːləkəlaːkaːɾə	ok
बालकसँग	baːləkəʃʌ̃ɡ	ok
बालकहरूको	baːləkəhəɾuːkoː	ok
बालचन्द्र	baːləcʌndɾə	ok
बालचरहरू	baːləcəɾəhəɾuː	ok
बालबच्चालाई	baːləbəccaːlaːi	ok
बालबाटिका	baːləbaːʈɪkaː	ok
बालबालिकासँग	baːləbaːlɪkaːʃʌ̃ɡ	ok
बालमनोविज्ञानमा	baːləmənoːwɪɟɲaːnəmaː	ok
बालमन्दिर	baːləmʌndɪɾə	ok
बालरोग	baːləɾoːɡ	ok
बालसखा	baːləsəkʰaː	ok
बाला	baːlaː	ok
बालागुरूले	baːlaːɡuɾuːleː	ok
बालाचतुर्दशीमा	baːlaːcəturrdəʃɪːmaː	ok
बालालाई	baːlaːlaːi	ok
बालिकालाई	baːlɪkaːlaːi	ok
बालिकाहरूले	baːlɪkaːhəɾuːleː	ok
बालिने	baːlɪneː	ok
बालिहरू	baːlɪhəɾuː	ok
बालीसँग	baːlɪːʃʌ̃ɡ	ok
बालुवापाटी	baːluwaːpaːʈiː	ok
बालोमा	baːloːmaː	ok
बाल्न	baːlnə	ok
बाल्य	baːljə	ok
बाल्यकालताका	baːljəkaːlətaːkaː	ok
बाल्यकालदेखिकै	baːljəkaːlədeːkʰɪkɛː	ok
बाल्यावस्थामा	baːljaːwəstʰaːmaː	ok
बाल्यौ	baːljɔː	ok
बावजूद	baːwəɟuːd	ok
बासनादार	baːsənaːdaːɾə	ok
बासस्थानको	baːsəstʰaːnəkoː	ok
बासिन्दाको	baːsɪndaːkoː	ok
बासिन्दालाई	baːsɪndaːlaːi	ok
बासिन्दाहरूलाई	baːsɪndaːhəɾuːlaːi	ok
बासिन्दाहरूले	baːsɪndaːhəɾuːleː	ok
बासीहरू	baːsɪːhəɾuː	ok
बासेको	baːseːkoː	ok
बास्केटबल	baːskeːʈəbəl	ok
बास्कोटाले	baːskoːʈaːleː	ok
बास्तोलाबाट	baːstoːlaːbaːʈ	ok
बाहनमा	baːhənəmaː	ok
बाहनहरू	baːhənəhəɾuː	ok
बाहनहरूको	baːhənəhəɾuːkoː	ok
बाहिरए	baːhɪɾəeː	ok
बाहिरबाटै	baːhɪɾəbaːʈɛː	ok
बाहिरिँदा	baːhɪɾĩdaː	ok
बाहिरिएर	baːhɪɾɪʲeːɾə	ok
बाहिरिएवापत	baːhɪɾɪʲeːwaːpət	ok
बाहिरिने	baːhɪɾɪneː	ok
बाहिरिभागमा	baːhɪɾɪbʰaːɡəmaː	ok
बाहुहरू	baːhuhəɾuː	ok
बाहुहरूबाट	baːhuhəɾuːbaːʈ	ok
बाहृय	baːhɾɪjə	ok
बाह्रजना	baːhɾəɟənaː	ok
बाह्रमा	baːhɾəmaː	ok
बाह्रविसे	baːhɾəwɪseː	ok
बाह्राः	baːhɾaːh	ok
बाह्रौँमा	baːhɾɔ̃maː	ok
बिइ	bɪʲɪ	ok
बिउको	bɪʲʊkoː	ok
बिए	bɪʲeː	ok
बिएलजि	bɪʲeːləɟɪ	ok
बिक्ने	bɪkneː	ok
बिक्रम	bɪkɾəmə	ok
बिक्रीबाट	bɪkɾɪːbaːʈ	ok
बिगबिगी	bɪɡəbɪɡi	ok
बिगहा	bɪɡəhaː	ok
बिगारेकाले	bɪɡaːɾeːkaːleː	ok
बिगारेको	bɪɡaːɾeːkoː	ok
बिग्रिएको	bɪɡɾɪʲeːkoː	ok
बिग्रिएमा	bɪɡɾɪʲeːmaː	ok
बिग्रिन	bɪɡɾɪn	ok
बिछाउनाले	bɪcʰaːʊnaːleː	ok
बिछ्यौना	bɪcʰjɔːnaː	ok
बिजगणित	bɪɟəɡəɳɪt	ok
बिजगणितबाट	bɪɟəɡəɳɪtəbaːʈ	ok
बिजगणितीय	bɪɟəɡəɳɪtɪːjə	ok
बिजया	bɪɟəjaː	ok
बिजलीको	bɪɟəlɪːkoː	ok
बिजुलीजस्ता	bɪɟulɪːɟʌstaː	ok
बिटा	bɪʈaː	ok
बिडी	bɪɖi	ok
बिताइरहेकी	bɪtaːɪɾəheːki	ok
बिताउँछन्	bɪtaːũcʰʌn	ok
बिताउँदा	bɪtaːũdaː	ok
बिताउनुभएका	bɪtaːʊnubʰəeːkaː	ok
बिताएको	bɪtaːeːkoː	ok
बितिसके	bɪtɪsəkeː	ok
बितेकी	bɪteːki	ok
बित्ता	bɪttaː	ok
बित्तिकैका	bɪttɪkɛːkaː	ok
बित्तीय	bɪttɪːjə	ok
बिद्याप्रसाद	bɪdjaːpɾəsaːd	ok
बिद्रोह	bɪdɾoːhə	ok
बिद्रोहकै	bɪdɾoːhəkɛː	ok
बिनम्र	bɪnʌmɾə	ok
बिनाको	bɪnaːkoː	ok
बिनाबाजागाजा	bɪnaːbaːɟaːɡaːɟaː	ok
बिनासाबुन	bɪnaːsaːbun	ok
बिन्तीपत्र	bɪntɪːpʌtɾə	ok
बिन्दुकारूपमा	bɪndukaːɾuːpəmaː	ok
बिन्दुबाट	bɪndubaːʈ	ok
बिन्दुविशेष	bɪnduwɪʃeːʂ	ok
बिपि	bɪpɪ	ok
बिभक्त	bɪbʰʌktə	ok
बिम्ब	bɪmbə	ok
बिम्बहरूमा	bɪmbəhəɾuːmaː	ok
बिम्सभिल्ली	bɪmsəbʰɪllli	ok
बियाँलाई	bɪjãlaːi	ok
बिरयानी	bɪɾəjaːni	ok
बिरहमा	bɪɾəhəmaː	ok
बिरानो	bɪɾaːnoː	ok
बिरामीमा	bɪɾaːmɪːmaː	ok
बिरुवामा	bɪɾuwaːmaː	ok
बिरुवाहरूको	bɪɾuwaːhəɾuːkoː	ok
बिर्तामोड	bɪrrtaːmoːɖ	ok
बिर्संदा	bɪrrsʌndaː	ok
बिर्सिइएका	bɪrrsɪʲɪʲeːkaː	ok
बिर्सिए	bɪrrsɪʲeː	ok
बिर्सिएका	bɪrrsɪʲeːkaː	ok
बिर्सिएको	bɪrrsɪʲeːkoː	ok
बिर्सिदिनु	bɪrrsɪdɪnuʲu	ok
बिर्सिसकेका	bɪrrsɪsəkeːkaː	ok
बिर्सी	bɪrrsi	ok
बिलमा	bɪləmaː	ok
बिलम्ब	bɪlʌmbə	ok
बिलासपुर	bɪlaːsəpuɾə	ok
बिल्डिङ	bɪlɖɪŋ	ok
बिषालु	bɪʂaːlu	ok
बिष्टलाई	bɪʂʈəlaːi	ok
बिसर्जन	bɪsʌrrɟən	ok
बिसाउँछन्	bɪsaːũcʰʌn	ok
बिसाउँदा	bɪsaːũdaː	ok
बिसाएकै	bɪsaːeːkɛː	ok
बिसौँ	bɪsɔ̃	ok
बिस्कुट	bɪskuʈ	ok
बिस्तृत	bɪstɾɪt	ok
बिहानबाट	bɪhaːnəbaːʈ	ok
बिहानाको	bɪhaːnaːkoː	ok
बिहारकुण्ड	bɪhaːɾəkuɳɖə	ok
बिहारप्रान्त	bɪhaːɾəpɾaːntə	ok
बिहारबाट	bɪhaːɾəbaːʈ	ok
बिहारलाई	bɪhaːɾəlaːi	ok
बिहीन	bɪhɪːn	ok
बिहेबारी	bɪheːbaːɾi	ok
बीऊका	bɪːʲʊkaː	ok
बीएमा	bɪːʲeːmaː	ok
बीचबीचमा	bɪːcəbɪːcəmaː	ok
बीचमै	bɪːcəmɛː	ok
बीचहरू	bɪːcəhəɾuː	ok
बीचारमा	bɪːcaːɾəmaː	ok
बीजको	bɪːɟəkoː	ok
बीजाणु	bɪːɟaːɳu	ok
बीजाणुजनकबाट	bɪːɟaːɳuɟənəkəbaːʈ	ok
बीजाणुहरूको	bɪːɟaːɳuhəɾuːkoː	ok
बीजारोपण	bɪːɟaːɾoːpəɳ	ok
बीजेपीको	bɪːɟeːpɪːkoː	ok
बीनाको	bɪːnaːkoː	ok
बीबरले	bɪːbəɾəleː	ok
बीमाको	bɪːmaːkoː	ok
बीसजनाको	bɪːsəɟənaːkoː	ok
बुँदागत	bũdaːɡət	ok
बुँदाहरू	bũdaːhəɾuː	ok
बुएना	bueːnaː	ok
बुकरका	bukəɾəkaː	ok
बुकिंग	bukɪŋɡ	ok
बुको	bukoː	ok
बुङ्गाकी	buŋɡaːki	ok
बुङ्मतीको	buŋmətɪːkoː	ok
बुच	buc	ok
बुझाउँछन्	buɟʰaːũcʰʌn	ok
बुझाउँथ्यो	buɟʰaːũtʰjoː	ok
बुझाउँदा	buɟʰaːũdaː	ok
बुझाउनेछु	buɟʰaːʊneːcʰu	ok
बुझायो	buɟʰaːjoː	ok
बुझिँन	buɟʰĩn	ok
बुझिएन	buɟʰɪʲeːnə	ok
बुझिनेछ	buɟʰɪneːcʰə	ok
बुझेँ	buɟʰẽ	ok
बुझ्दै	buɟʰdɛː	ok
बुझ्नसक्थे	buɟʰnəsʌktʰeː	ok
बुझ्नुभएन	buɟʰnubʰəeːnə	ok
बुटवलमा	buʈəwələmaː	ok
बुटासिंहले	buʈaːsɪŋhəleː	ok
बुटी	buʈi	ok
बुट्टासहित	buʈʈaːsəhɪt	ok
बुट्यानहरूको	buʈʈjaːnəhəɾuːkoː	ok
बुड्सको	buɖsəkoː	ok
बुड्सले	buɖsəleː	ok
बुढाजी	buɖʰaːɟi	ok
बुढाथोकीद्वारा	buɖʰaːtʰoːkɪːdːwaːɾaː	ok
बुढापाकाहरूका	buɖʰaːpaːkaːhəɾuːkaː	ok
बुद्धचरित	budːdʰəcəɾɪt	ok
बुद्धमार्गी	budːdʰəmaːrrɡi	ok
बुद्धरश्मि	budːdʰəɾʌʃmɪ	ok
बुद्धरश्मिबाट	budːdʰəɾəʃmɪbaːʈ	ok
बुद्धले	budːdʰəleː	ok
बुद्धिजीवी	budːdʰɪɟɪːwiː	ok
बुद्धितत्त्वको	budːdʰɪtəttwkoː	ok
बुद्धिदायक	budːdʰɪdaːjəkə	ok
बुद्धिपक्ष	budːdʰɪpʌkʂə	ok
बुद्धिमान	budːdʰɪmaːn	ok
बुद्धिस्टसमेतको	budːdʰɪsʈəsəmeːtəkoː	ok
बुधकुमारीसँग	budʰəkumaːɾɪːʃʌ̃ɡ	ok
बुधको	budʰəkoː	ok
बुधतुला	budʰətulaː	ok
बुधबारे	budʰəbaːɾeː	ok
बुधराम	budʰəɾaːmə	ok
बुधशम्सेर	budʰəʃəmseːɾə	ok
बुनाइ	bunaːɪ	ok
बुनाइसम्बन्धी	bunaːɪsəmbʌndʰi	ok
बुनेर	buneːɾə	ok
बुबाआमा	bubaːaːmaː	ok
बुम	bumə	ok
बुलाकीमा	bulaːkɪːmaː	ok
बुलेटिनको	buleːʈɪnəkoː	ok
बुल्जेलाई	bulɟeːlaːi	ok
बुवाकी	buwaːki	ok
बुश	buʃ	ok
बुशलाई	buʃəlaːi	ok
बूढो	buːɖʰoː	ok
बूढौलीकालमा	buːɖʰɔːlɪːkaːləmaː	ok
बृगेड	bɾɪɡeːɖ	ok
बृतासुरलाई	bɾɪtaːsuɾəlaːi	ok
बृद्धबृद्धाहरू	bɾɪdːdʰəbɾɪdːdʰaːhəɾuː	ok
बृश्चिक	bɾɪʃʃcɪkə	ok
बृष	bɾɪʂ	ok
बृषभानु	bɾɪʂəbʰaːnuʲu	ok
बेइजती	beːɪɟəti	ok
बेइजिङमा	beːɪɟɪŋəmaː	ok
बेकामी	beːkaːmi	ok
बेगम	beːɡəmə	ok
बेगमको	beːɡəməkoː	ok
बेगमले	beːɡəməleː	ok
बेगर	beːɡəɾə	ok
बेगारी	beːɡaːɾi	ok
बेग्लैरूपले	beːɡlɛːɾuːpəleː	ok
बेचबिखनका	beːcəbɪkʰənəkaː	ok
बेचि	beːcɪ	ok
बेचिएर	beːcɪʲeːɾə	ok
बेचियो	beːcɪjoː	ok
बेचिरहेको	beːcɪɾəheːkoː	ok
बेचिराख्ने	beːcɪɾaːkʰneː	ok
बेचैनीदेखि	beːcɛːnɪːdeːkʰɪ	ok
बेच्थिन्	beːctʰɪn	ok
बेजेराले	beːɟeːɾaːleː	ok
बेटी	beːʈi	ok
बेतनको	beːtənəkoː	ok
बेतार	beːtaːɾə	ok
बेतियादेखि	beːtɪjaːdeːkʰɪ	ok
बेत्रावति	beːtɾaːwətɪ	ok
बेत्रावती	beːtɾaːwəti	ok
बेत्रावतीमा	beːtɾaːwətɪːmaː	ok
बेथिति	beːtʰɪtɪ	ok
बेदखली	beːdəkʰəli	ok
बेनीघाट	beːnɪːɡʰaːʈ	ok
बेब्स	beːbsə	ok
बेमेलबाट	beːmeːləbaːʈ	ok
बेयर	beːjəɾə	ok
बेरोजगारीको	beːɾoːɟəɡaːɾɪːkoː	ok
बेर्दछन्	beːrrdəcʰən	ok
बेलकातरीबाट	beːləkaːtəɾɪːbaːʈ	ok
बेलकुमारीका	beːləkumaːɾɪːkaː	ok
बेलपत्र	beːləpʌtɾə	ok
बेलागाउँ	beːlaːɡaːũ	ok
बेलायतले	beːlaːjətəleː	ok
बेलायतवासी	beːlaːjətəwaːsi	ok
बेलायतसँगको	beːlaːjətəʃʌ̃ɡʌkoː	ok
बेलायतसहितका	beːlaːjətəsəhɪtəkaː	ok
बेलायतीहरूको	beːlaːjətɪːhəɾuːkoː	ok
बेलुकाको	beːlukaːkoː	ok
बेल्जियमका	beːlɟɪjəməkaː	ok
बेल्जीयम	beːlɟɪːjəmə	ok
बेल्फोर	beːlpʰoːɾə	ok
बेल्लास	beːlllaːs	ok
बेवास्ताका	beːwaːstaːkaː	ok
बेसबलका	beːsəbələkaː	ok
बेसमेन्ट	beːsəmeːnʈə	ok
बेसरी	beːsəɾiː	ok
बेसल	beːsəl	ok
बेसारभन्ज्याङ	beːsaːɾəbʰənɟjaːŋ	ok
बेसिक	beːsɪkə	ok
बेसिनमा	beːsɪnəmaː	ok
बेसीका	beːsɪːkaː	ok
बेसीसँगै	beːsɪːʃʌ̃ɡɛː	ok
बेसीस्थित	beːsɪːstʰɪt	ok
बेस्सरी	beːssəɾi	ok
बेहुली	beːhuliː	ok
बेहोर्नु	beːhoːrrnuʲu	ok
बैँसैमा	bɛ̃sɛːmaː	ok
बैंकक	bɛːŋkəkə	ok
बैंककमा	bɛːŋkəkəmaː	ok
बैंकका	bɛːŋkəkaː	ok
बैंक्सले	bɛːŋksəleː	ok
बैक	bɛːkə	ok
बैङक	bɛːŋəkə	ok
बैङ्कहरूको	bɛːŋkəhəɾuːkoː	ok
बैङ्किङ	bɛːŋkɪŋ	ok
बैटेन	bɛːʈeːn	ok
बैठकका	bɛːʈʰəkəkaː	ok
बैतलहमको	bɛːtələhəməkoː	ok
बैद्यनाथको	bɛːdjənaːtʰəkoː	ok
बैनेलन्ग	bɛːneːlʌnɡə	ok
बैभव	bɛːbʰəwə	ok
बैरङ्गारूका	bɛːɾəŋɡaːɾuːkaː	ok
बैशाखतिर	bɛːʃaːkʰətɪɾə	ok
बोअलिङ	boːəlɪŋ	ok
बोकाएर	boːkaːeːɾə	ok
बोकाको	boːkaːkoː	ok
बोकिने	boːkɪneː	ok
बोकी	boːki	ok
बोगटीको	boːɡəʈɪːkoː	ok
बोझो	boːɟʰoː	ok
बोटजत्रै	boːʈəɟʌtɾɛː	ok
बोटजस्तैको	boːʈəɟəstɛːkoː	ok
बोटबिरुवा	boːʈəbɪɾuwaː	ok
बोटलाई	boːʈəlaːi	ok
बोटहरूमा	boːʈəhəɾuːmaː	ok
बोटानीमा	boːʈaːnɪːmaː	ok
बोटे	boːʈeː	ok
बोट्राटिस	boːʈɾaːʈɪs	ok
बोट्समा	boːʈsəmaː	ok
बोडिङ	boːɖɪŋ	ok
बोडीको	boːɖɪːkoː	ok
बोडेका	boːɖeːkaː	ok
बोतलभित्र	boːtələbʰɪtɾə	ok
बोतलमा	boːtələmaː	ok
बोता	boːtaː	ok
बोधिसत्वको	boːdʰɪsətwkoː	ok
बोनापार्ट	boːnaːpaːrrʈə	ok
बोनापार्टको	boːnaːpaːrrʈəkoː	ok
बोभाइन	boːbʰaːɪn	ok
बोरका	boːɾəkaː	ok
बोर्जेसमा	boːrrɟeːsəmaː	ok
बोर्नियो	boːrrnɪjoː	ok
बोलझै	boːləɟʰɛː	ok
बोलवाला	boːləwaːlaː	ok
बोलाईमा	boːlaːɪːmaː	ok
बोलाउँछौ	boːlaːũcʰɔː	ok
बोलाएनन्	boːlaːeːnən	ok
बोलाएपछि	boːlaːeːpəcʰɪ	ok
बोलायो	boːlaːjoː	ok
बोलिचालीको	boːlɪcaːlɪːkoː	ok
बोलिन	boːlɪn	ok
बोलीने	boːlɪːneː	ok
बोलीहरूका	boːlɪːhəɾuːkaː	ok
बोले	boːleː	ok
बोलेपछि	boːleːpəcʰɪ	ok
बोलेभियाली	boːleːbʰɪjaːli	ok
बोल्छ	boːlcʰə	ok
बोल्टनको	boːlʈənəkoː	ok
बोल्डरबाट	boːlɖəɾəbaːʈ	ok
बोल्दामा	boːldaːmaː	ok
बोल्नबाट	boːlnəbaːʈ	ok
बोल्नमा	boːlnəmaː	ok
बोल्यो	boːljoː	ok
बोसकी	boːsəkiː	ok
बोसले	boːsəleː	ok
बोस्टनमा	boːsʈənəmaː	ok
बोहराका	boːhəɾaːkaː	ok
बौद्धका	bɔːdːdʰəkaː	ok
बौद्धगुम्बा	bɔːdːdʰəɡumbaː	ok
बौद्धमा	bɔːdːdʰəmaː	ok
बौद्धहरूले	bɔːdːdʰəhəɾuːleː	ok
ब्यहोर्नु	bjəhoːrrnuʲu	ok
ब्याकरण	bjaːkəɾəɳ	ok
ब्याक्टेरिया	bjaːkʈeːɾɪjaː	ok
ब्याक्टेरियाजीव	bjaːkʈeːɾɪjaːɟɪːwə	ok
ब्याग	bjaːɡ	ok
ब्याङ्क	bjaːŋkə	ok
ब्याङ्क्स	bjaːŋksə	ok
ब्याङ्गलोरमा	bjaːŋɡəloːɾəmaː	ok
ब्याचहरू	bjaːcəhəɾuː	ok
ब्यान्ड	bjaːnɖə	ok
ब्यापक	bjaːpəkə	ok
ब्यापारमा	bjaːpaːɾəmaː	ok
ब्यापारिक	bjaːpaːɾɪkə	ok
ब्यापारी	bjaːpaːɾi	ok
ब्यापारीक	bjaːpaːɾɪːkə	ok
ब्यारल	bjaːɾəl	ok
ब्यारेलहरू	bjaːɾeːləhəɾuː	ok
ब्यासी	bjaːsi	ok
ब्युँझिदैन	bjũɟʰɪdɛːnə	ok
ब्युइकको	bjuɪkəkoː	ok
ब्युनस	bjunəs	ok
ब्यूरेगार्ड	bjuːɾeːɡaːrrɖə	ok
ब्यूविकमा	bjuːwɪkəmaː	ok
ब्रजबासीहरू	bɾəɟəbaːsɪːhəɾuː	ok
ब्रतालुहरूले	bɾətaːluhəɾuːleː	ok
ब्रदर्सले	bɾədʌrrsəleː	ok
ब्रम्हपुरी	bɾʌmhəpuɾi	ok
ब्रम्हाको	bɾəmhaːkoː	ok
ब्रम्हाण्ड	bɾəmhaːɳɖə	ok
ब्रम्हाथानको	bɾəmhaːtʰaːnəkoː	ok
ब्रम्हाले	bɾəmhaːleː	ok
ब्रह्मका	bɾʌhməkaː	ok
ब्रह्मको	bɾʌhməkoː	ok
ब्रह्मण्ड	bɾəhmʌɳɖə	ok
ब्रह्मलाई	bɾəhməlaːi	ok
ब्रह्माजी	bɾəhmaːɟi	ok
ब्रह्माजीले	bɾəhmaːɟɪːleː	ok
ब्रह्माण	bɾəhmaːɳ	ok
ब्रह्माण्डभरी	bɾəhmaːɳɖəbʰəɾi	ok
ब्रह्मास्त्र	bɾəhmaːstɾə	ok
ब्राइटर	bɾaːɪʈəɾə	ok
ब्राउनले	bɾaːʊnəleː	ok
ब्राजाकीद्वारा	bɾaːɟaːkɪːdːwaːɾaː	ok
ब्राजीलियन	bɾaːɟɪːlɪjən	ok
ब्राड	bɾaːɖ	ok
ब्रान्डलाई	bɾaːnɖəlaːi	ok
ब्राम्हण	bɾaːmhəɳ	ok
ब्रायन	bɾaːjən	ok
ब्रायन्टलाई	bɾaːjənʈəlaːi	ok
ब्राह्मणदेव	bɾaːhməɳədeːwə	ok
ब्राह्मणले	bɾaːhməɳəleː	ok
ब्राह्मणहरूको	bɾaːhməɳəhəɾuːkoː	ok
ब्रिटिसहरूको	bɾɪʈɪsəhəɾuːkoː	ok
ब्रिटेनका	bɾɪʈeːnəkaː	ok
ब्रिस्बेन	bɾɪsbeːn	ok
ब्रुनो	bɾunoː	ok
ब्रुसबाट	bɾusəbaːʈ	ok
ब्रुसेल्सबाट	bɾuseːlsəbaːʈ	ok
ब्रेनेनबर्गमा	bɾeːneːnəbʌrrɡəmaː	ok
ब्रेस्टेड	bɾeːsʈeːɖ	ok
ब्रोकन	bɾoːkən	ok
ब्रोङकाइटिसमा	bɾoːŋəkaːɪʈɪsəmaː	ok
ब्रोनियोमा	bɾoːnɪjoːmaː	ok
ब्लकबस्टर	bləkəbʌsʈəɾə	ok
ब्लगमा	blʌɡəmaː	ok
ब्लगर	blʌɡəɾə	ok
ब्लगिङ्	blʌɡɪŋ	ok
ब्लन्ट	blʌnʈə	ok
ब्लन्ड	blʌnɖə	ok
ब्लु	blu	ok
ब्लू	bluː	ok
ब्लेनिलाले	bleːnɪlaːleː	ok
ब्लेयरले	bleːjəɾəleː	ok
ब्लेस्ड	bleːsɖə	ok
ब्ल्याकटेल्ड	bljaːkəʈeːlɖə	ok
ब्ल्याकथ्रोटेड	bljaːkətʰɾoːʈeːɖ	ok
ब्वाँसो	bwãsoː	ok
ब्वाँसोका	bwãsoːkaː	ok
ब्वाइगर्ल	bwaːɪɡʌrrlə	ok
ब्वोनापार्ते	bwoːnaːpaːrrteː	ok
भइआएको	bʰəɪʲaːeːkoː	ok
भइगो	bʰʌɪɡoː	ok
भइछिन्	bʰʌɪcʰɪn	ok
भइदिएकोले	bʰəɪdɪʲeːkoːleː	ok
भइन	bʰʌɪn	ok
भइरस	bʰʌɪɾəs	ok
भइरहेकेको	bʰəɪɾəheːkeːkoː	ok
भइरहेछ	bʰəɪɾəheːcʰə	ok
भइसके	bʰʌɪsəkeː	ok
भइसक्नुभएका	bʰəɪsəknubʰəeːkaː	ok
भइसक्यो	bʰəɪsʌkːjoː	ok
भइहन्छ	bʰəɪhʌncʰə	ok
भइहाले	bʰəɪhaːleː	ok
भईदिएको	bʰəɪːdɪʲeːkoː	ok
भईहाल्यो	bʰəɪːhaːljoː	ok
भएकाहरूका	bʰəeːkaːhəɾuːkaː	ok
भएकैले	bʰəeːkɛːleː	ok
भएकोको	bʰəeːkoːkoː	ok
भएन्	bʰəeːn	ok
भएपछिका	bʰəeːpəcʰɪkaː	ok
भएपछिको	bʰəeːpəcʰɪkoː	ok
भएपश्चात्	bʰəeːpəʃʃcaːt	ok
भएबमोजिम	bʰəeːbəmoːɟɪmə	ok
भएरहेका	bʰəeːɾəheːkaː	ok
भएवापत	bʰəeːwaːpət	ok
भएसम्मको	bʰəeːsʌmməkoː	ok
भकुण्डेबेसी	bʰəkuɳɖeːbeːsi	ok
भकुण्डेवेसी	bʰəkuɳɖeːweːsi	ok
भक्तजनले	bʰʌktəɟənəleː	ok
भक्तजनहरूद्वारा	bʰəktəɟənəhəɾuːdːwaːɾaː	ok
भक्तपुरपछि	bʰʌktəpuɾəpəcʰɪ	ok
भक्तपुरपछिको	bʰʌktəpuɾəpəcʰɪkoː	ok
भक्तलाल	bʰəktəlaːl	ok
भक्तितर्फ	bʰəktɪtʌrrpʰə	ok
भक्तिदूत	bʰəktɪduːt	ok
भक्तिप्रसाद	bʰəktɪpɾəsaːd	ok
भक्तिमा	bʰʌktɪmaː	ok
भक्षणार्थ	bʰəkʂəɳaːrrtʰə	ok
भग	bʰʌɡ	ok
भगवतीप्रति	bʰəɡəwətɪːpɾətɪ	ok
भगवतीबहाल	bʰəɡəwətɪːbəhaːl	ok
भगवतीलाई	bʰəɡəwətɪːlaːi	ok
भगवानका	bʰəɡəwaːnəkaː	ok
भगवानले	bʰəɡəwaːnəleː	ok
भगवानसँग	bʰəɡəwaːnəʃʌ̃ɡ	ok
भगाइन्	bʰəɡaːɪn	ok
भगाउने	bʰəɡaːʊneː	ok
भगुवा	bʰəɡuwaː	ok
भङखोला	bʰəŋəkʰoːlaː	ok
भजनका	bʰʌɟənəkaː	ok
भजनपुरा	bʰʌɟənəpuɾaː	ok
भञ्ज्याङको	bʰəɲɟjaːŋəkoː	ok
भञ्याङ	bʰəɲjaːŋ	ok
भटकेको	bʰəʈəkeːkoː	ok
भट्टराईबाट	bʰəʈʈəɾaːɪːbaːʈ	ok
भट्टलाई	bʰəʈʈəlaːi	ok
भट्मासलाई	bʰəʈmaːsəlaːi	ok
भण्डारका	bʰəɳɖaːɾəkaː	ok
भतभती	bʰʌtəbʰəti	ok
भताभुङ्ग	bʰətaːbʰuŋɡə	ok
भतिजाहरू	bʰətɪɟaːhəɾuː	ok
भतेर	bʰəteːɾə	ok
भतौडा	bʰətɔːɖaː	ok
भत्काई	bʰətkaːi	ok
भत्काएको	bʰətkaːeːkoː	ok
भत्किएपछि	bʰətkɪʲeːpəcʰɪ	ok
भत्यार	bʰətːjaːɾə	ok
